comments,date,sentiment
Apple style. 😂,2020-02-13T15:11:56.000Z,0.0
I&#39;m not ready to watch Jerry to tear this phone down,2020-02-13T15:09:09.000Z,-0.2755
im watching this on iphone 7 <br /><br /><br /><br /><br /><br />my mic don&#39;t work...     they say it&#39;s waterproof... oof,2020-02-13T15:08:27.000Z,0.0
This is f*cking insane <br />What left will we have?!?!,2020-02-13T15:08:18.000Z,-0.5638
Gg,2020-02-13T15:06:37.000Z,0.296
Tôi rất thích công nghệ camera mới của samsum quá hay,2020-02-13T15:05:49.000Z,0.0
"i literally regret buying an iPhone 11 Pro Max now tbh. samsung, why did you release this so late, why SAMSUNG? WHYYY?!",2020-02-13T15:04:55.000Z,-0.5349
This is not phone this is are camera so you want phone use Nokia nolmal😅😅😅😅,2020-02-13T15:04:01.000Z,0.1477
Watching on A10,2020-02-13T15:03:24.000Z,0.0
PLUSS ULTRAAAAA!<br />Any BNHA fans here?,2020-02-13T15:02:08.000Z,0.0
they really exaggerate it with the s20 series but i like it ;)<br /><br /><br /><br /><br />Edit: its still cheaper than the iphone 11 pro max,2020-02-13T15:00:50.000Z,0.4221
Boring,2020-02-13T14:59:27.000Z,-0.3182
Apple: 3 cameras<br />Android: you know what double the cameras.. no wait wait make it 5 to make it look less spontaneous,2020-02-13T14:57:54.000Z,-0.296
Samsung Galaxy s 5 bikre korbo 5500 taka 01768325953,2020-02-13T14:55:43.000Z,0.0
Can you people make a laptop with flex display and a s pen when you stretch the laptop it tuns in big screen and touch keyboard,2020-02-13T14:55:26.000Z,0.0
"Me: Watches Unpacked 2020<br />Wallet: 😳<br />Me: Should I preorder S20 Ultra?<br />Wallet: No!<br />Me: Okay, ordered<br />Wallet: <b>runs</b>",2020-02-13T14:54:41.000Z,0.2942
STOP 5TH GEN! 😡😡,2020-02-13T14:53:38.000Z,-0.4981
Hold up.. why does this camera have a phone attached to it?,2020-02-13T14:52:14.000Z,0.0
"Introducing galaxy S20 Ultra <br />Starting at<br /><br /><br /><br /><br />$20,000,000",2020-02-13T14:51:45.000Z,0.0
"Did they really just jump from 10 to 20?!! Wow, now that’s what i call BIG",2020-02-13T14:50:16.000Z,0.658
I love &amp; use iPhone. but wow it’s just not even comparable it’s in a league of its own.,2020-02-13T14:49:27.000Z,0.8316
"<a href=""https://coronaviruusinfomation.blogspot.com/2020/02/new-corona-outbreak-news-update.html?m=1"">https://coronaviruusinfomation.blogspot.com/2020/02/new-corona-outbreak-news-update.html?m=1</a>",2020-02-13T14:49:16.000Z,0.0
Who watches this just to feel broke??,2020-02-13T14:49:13.000Z,-0.4871
Is this spyphone ?,2020-02-13T14:44:45.000Z,0.0
Are you guys creating a mobile or a lappy?😂,2020-02-13T14:43:41.000Z,0.296
Is there a race against Apple to see how many  cameras they can put on there phone’s,2020-02-13T14:43:18.000Z,0.0
This will take apple years or even decade to make a phone comparable with this MONSTER of monster and BEAST of beast.,2020-02-13T14:43:04.000Z,0.0
Way better than iphone 20,2020-02-13T14:42:29.000Z,0.4404
J&#39;ai hâte de voir le prix,2020-02-13T14:41:35.000Z,0.0
😂 imagine buying an android in 2020.,2020-02-13T14:41:30.000Z,0.0
is it a phone intro or camera???,2020-02-13T14:39:55.000Z,0.0
"Funny seeing all the android users make jokes about apple, they just clowns and never had a iPhone in their life, apple has the best os by a long shot, iPhones take better photos. Better screen and yall Android battery’s last about a month then die, I had the s10 and switched to iPhone 11 Pro Max and its 100x better 😂🤷‍♂️",2020-02-13T14:37:28.000Z,0.9169
2020: samsung galaxy s20 ultra<br />2021: samsung galaxy s30 ultra instinc<br />2022: samsung galaxy s40 ultra sonic,2020-02-13T14:36:12.000Z,0.0
Watching this on my S50 ;),2020-02-13T14:35:32.000Z,0.2263
Full of Apple visuals,2020-02-13T14:35:16.000Z,0.0
LoL not 12 megapixel apple got mad at this,2020-02-13T14:34:35.000Z,-0.1027
How To Take Good Photo With Galaxy S20:<br />-Buy the Galaxy S20<br />-Install GCam,2020-02-13T14:34:22.000Z,0.4404
After this :<br />* RIP Nokia.<br />* Bye Sony.<br />* Bye Nikon.<br />* Bye Huawei.<br />* Bye my wallet 😭,2020-02-13T14:34:10.000Z,0.0
Watching this while I&#39;m still using Samsung S5 with broken power off,2020-02-13T14:31:22.000Z,-0.4767
Apple left the chats,2020-02-13T14:31:07.000Z,0.0
Guys let&#39;s just end the debate. Everybody buys apple just for the status.<br /><br />SAMSUNG has got wayyyyy better features.,2020-02-13T14:30:23.000Z,0.4404
"Nunca tendré uno, pero me gusta emocionarme XD",2020-02-13T14:29:23.000Z,0.6739
"2010, new phone now with built in thermometer<br />2020: your phone now has a telescope<br />2050: you now have a space observatory in your phone",2020-02-13T14:29:17.000Z,0.0
2019<br />iPhone:  3 camera<br /><br />2020<br />Samsung: 4 camera<br /><br />2026<br />iPhone: 10 camera,2020-02-13T14:28:33.000Z,0.0
"watching this in 144 P , cause u&#39;r from algeria :D",2020-02-13T14:28:28.000Z,0.6166
Your design likes powerbank. Lol eww,2020-02-13T14:25:13.000Z,0.6808
Samsung is just so good. Love from an iPhone user! 🍎🍎,2020-02-13T14:24:24.000Z,0.8595
Designer:How many Cameras?<br />Samsung:Yes,2020-02-13T14:22:51.000Z,0.0
"Oh my freaking God, this phone is seriously unfreaking believable 😱😱❤️",2020-02-13T14:22:35.000Z,-0.34
Im already jealous,2020-02-13T14:22:20.000Z,-0.4588
Am I buying phone or camera?,2020-02-13T14:16:56.000Z,0.0
I bet fortnite will be doing an update for mobile thats supports higher fps (higher than 120fps),2020-02-13T14:14:41.000Z,0.3612
So which is better: s20 or z flip?,2020-02-13T14:11:02.000Z,0.4877
I don&#39;t understand you made a phone or a camera,2020-02-13T14:10:41.000Z,0.0
🔥🔥🔥🔥🔥,2020-02-13T14:09:16.000Z,0.0
Now i‘m just sad to be an Apple user 😭,2020-02-13T14:08:58.000Z,-0.4767
"🎛Yes, yes and yes!🎛",2020-02-13T14:08:21.000Z,0.4574
Xiaomi did it first,2020-02-13T14:05:05.000Z,0.0
Samsung: I have 108 mega pixels<br />Huawei :😏,2020-02-13T14:05:03.000Z,0.0
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=00m30s"">00:30</a> -9x more pixels Based on    average smartphone camera resolution of 12MP<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=00m40s"">00:40</a> -Image simulated for illustrative purposes. Actual  UI may differ from image<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=01m10s"">01:10</a> -Galaxy S20 Ultra&#39;s image sensor is 2.9% larger than Galaxy S10. Image simulated for illustrative purposes. Actual UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m25s"">1:25</a> -Service availability may wary depending on country; Bixby recognises select languages and certain accents/dialects; availability of Bixby feature and contents  providers may vary depending on country  or language,  data/Wi-Fi required to fully  operate Bixby feature. <br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m30s"">1:30</a> -image simulated for illustrative purposes. Actual  UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m35s"">1:35</a> -The format and amount of Single Take results may differ based on original capture. (Same as <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m30s"">1:30</a>)<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m45s"">1:45</a> -Sequence shortened. Image simulated for illustrative purposes. Actual UI may differ from image.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m00s"">2:00</a> -Requires optimal 5G connection. Actual speed may vary depending on country, and user environment.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m10s"">2:10</a> -Requires optimal 5G connection. Actual speed may vary depending on country, carrier,and user environment. Netflix subscription required. Download restrictions apply.<br /><br /><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m22s"">2:22</a>-  I Quit..😂😂",2020-02-13T14:03:57.000Z,0.8541
This phone makes iphones look outdated,2020-02-13T14:02:39.000Z,0.0
When phone cameras are now better than our eyes.,2020-02-13T13:59:00.000Z,0.4404
"<b>108Mp Samsung Camera</b><br /> <b>says, i am the best</b><br /><br /><b>OuR EyEs:</b> Am I A JoKe To YoU?!",2020-02-13T13:57:56.000Z,0.3595
Samsung is the best in world ❤,2020-02-13T13:57:24.000Z,0.6369
Can this camera device make a phone call?,2020-02-13T13:56:45.000Z,0.0
And this is the phone wich changes Phonography,2020-02-13T13:56:24.000Z,0.0
"like, my comment if you dont have money to buy this sexy s20 ultra. Comment, if youre going to buy. just having international fun on samsung channnel.",2020-02-13T13:54:01.000Z,0.8689
S20 ultra unaffordable,2020-02-13T13:51:42.000Z,0.0
P30 pro: I can zoom better than every phone<br />S20 ultra: okey kid good job,2020-02-13T13:51:10.000Z,0.7003
so S20 seems a good phone<br />Samsung: Camera,2020-02-13T13:50:57.000Z,0.4877
2030راح ينزل Galaxy s20 Ultra وشتري 😊❤️,2020-02-13T13:49:59.000Z,0.0
Gak kebayang kalau di kirim 1 🤤😭😭,2020-02-13T13:48:12.000Z,0.0
I need this ...🤤😟,2020-02-13T13:46:43.000Z,0.0
"So sad exynos for global, we want sd865 only !!!",2020-02-13T13:45:33.000Z,-0.6084
Ok now I can buy S8,2020-02-13T13:43:11.000Z,0.296
Just buy iphone<br /><br /><br />Like if u agree.,2020-02-13T13:42:32.000Z,0.3612
Wow ganda photo .sana maka bili ako nyan phone,2020-02-13T13:39:37.000Z,0.5859
samsung gone sicko mode,2020-02-13T13:39:18.000Z,0.0
This phone is so ahead<br /> i buy now<br />Till 5 years no upgrade needed<br />Good job samsung,2020-02-13T13:37:29.000Z,-0.296
Watching Video In iPhone,2020-02-13T13:36:56.000Z,0.0
Me: Oh I think I want it<br /><b>Wallet: You cant even afford a cheeseburger</b>,2020-02-13T13:33:48.000Z,0.0772
Apple in 2022: hold my beer...<br />Then apple makes a phone a thousand times better than any 2022 phone XD,2020-02-13T13:32:46.000Z,0.8143
"Could phone companies start making somewhat smaller phones again, we all don&#39;t have Shrek sized hands here",2020-02-13T13:32:18.000Z,0.0
I want ☹️,2020-02-13T13:32:07.000Z,0.0772
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m13s"">1:13</a> Not S20 Ultra vs S20 ultra 😂",2020-02-13T13:31:22.000Z,0.0
Who&#39;s watching this with galaxy S3?,2020-02-13T13:31:09.000Z,0.0
"Imo the camera squares on the s20 and the plus look ugly, at least this one looks decent at best",2020-02-13T13:30:40.000Z,0.2263
I miss dj koh,2020-02-13T13:29:50.000Z,-0.1531
Pretty cool especially with the 100 x soon but imma apple user please do not bully me ;-;,2020-02-13T13:29:26.000Z,0.8459
I&#39;m already taking my liver to the black market😂,2020-02-13T13:28:48.000Z,0.0
Finally new flagship 8k video yo yo.. release next note plz i want that ....,2020-02-13T13:27:56.000Z,0.25
They didn&#39;t talk about front camera <br />Something goin&#39; on 😂,2020-02-13T13:26:14.000Z,0.0
The beast is here,2020-02-13T13:25:45.000Z,0.0
مفيش نسخة هدية عشان اجربها واقولكم رأيي في الموبايل 🙄😅😀😂😂😂,2020-02-13T13:23:42.000Z,0.0
<b>aahhhhhhhhhhhhh myyyyyyy goooooooood</b>,2020-02-13T13:23:17.000Z,0.0
Android tends to hang/lag after sometime. Apple is outstanding in performance.,2020-02-13T13:18:54.000Z,0.6124
1.5 TERABYYYYYYTEEEEEES?!,2020-02-13T13:16:37.000Z,0.0
Samsung’s suck 🤮🤮🤮🍎🍎🍎all the way,2020-02-13T13:15:10.000Z,-0.4404
I wonder how many changes should apple do now,2020-02-13T13:12:49.000Z,0.0
Huawei After seeing this trailer- Now we will put telescope  in our next phone😂,2020-02-13T13:11:08.000Z,0.0
Currently  wathing this on my 2017 s8,2020-02-13T13:10:12.000Z,0.0
👎👎👎👎👎👎,2020-02-13T13:06:31.000Z,0.0
Funny... i still have my SAMSUNG S7 and im contented with iys camera quality... its good for my vlog which is mobile videography,2020-02-13T13:06:03.000Z,0.6486
2012 : Sam galaxy s2 : 399 $<br /><br />2020 : Sam galaxy s20 : 1400 $ 😮,2020-02-13T13:01:26.000Z,0.0
Good it&#39;s because I would say boooooooo!!!!!!!!!! to apple,2020-02-13T13:01:13.000Z,0.6209
I  am watching this with a phone with 2 cameras at the front and none in the back <br /><b>Guess my phone</b>,2020-02-13T12:57:40.000Z,0.0
عامل كام حته الحديده دي,2020-02-13T12:56:27.000Z,0.0
Next 2021<br />Samsung galaxy S30 ULTRA INSTINCT 🤣🤣,2020-02-13T12:54:24.000Z,0.0
Did everyone glance over the fact it can go up to 1.5 TERABYTES,2020-02-13T12:50:55.000Z,0.0
Here I am watching this on my $130 Galaxy A20...,2020-02-13T12:49:39.000Z,0.0
Hey bixby: &quot;Is it April fools today huh?&quot;,2020-02-13T12:46:05.000Z,-0.4939
What is the camera resolutions in s20,2020-02-13T12:46:03.000Z,0.0
Can it run Crysis btw?,2020-02-13T12:42:00.000Z,0.0
Hope to see the s20e,2020-02-13T12:41:10.000Z,0.4404
This is THE phone of the  millennium.,2020-02-13T12:40:42.000Z,0.0
Didn’t this same company mock Apple for taking the headphone jack out and charging £999?,2020-02-13T12:37:59.000Z,-0.4215
Apple: iphone 11 pros camera is the BEST<br /><br />Samsung: Samsung s20 ultra<br /><br />Apple: chuckles im in danger,2020-02-13T12:36:46.000Z,-0.3182
Pretty sure iPhones have had really good video quality for a while now,2020-02-13T12:36:37.000Z,0.8268
"The Phone Is Good,But The Name...Is Not S11?",2020-02-13T12:30:05.000Z,0.0
Xiaomi mi note 10:<br />Am I joke you?,2020-02-13T12:29:45.000Z,0.296
Omiva mau shindiru!! NANI,2020-02-13T12:29:24.000Z,0.0
Samsung be laughing at apples camera quality now😳😳,2020-02-13T12:27:21.000Z,0.4939
🔥🔥🔥❤❤❤😘😘😘,2020-02-13T12:23:14.000Z,0.0
Felt like a video song,2020-02-13T12:23:04.000Z,0.3612
Me: how expensive is the Phone <br /><br /><br /><br /><br />Samsung: yes,2020-02-13T12:23:01.000Z,0.4019
I think some phone company should make a very minimalist smartphone without so much useless technology specially for minimalists,2020-02-13T12:22:51.000Z,0.3691
"Samsung; launch s20 with 100x zoom 8k recording<br />Canon Nikon,GoPro and Sony sweats at corner",2020-02-13T12:22:10.000Z,0.0
Can i believe the videos and photos in this video were taken from the phone itself?,2020-02-13T12:20:07.000Z,0.0
Doesn’t even mention the 120 hertz?,2020-02-13T12:18:23.000Z,0.0
How much ?,2020-02-13T12:17:49.000Z,0.0
I knew this would be crazy,2020-02-13T12:16:59.000Z,-0.34
Now we can see if there are alliens in moon,2020-02-13T12:14:10.000Z,0.0
Might sell my s9 amd get s20. Because this is a BEAST,2020-02-13T12:12:28.000Z,0.0
Welcome to the future,2020-02-13T12:06:37.000Z,0.4588
"<b><a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m52s"">1:52</a></b><b> that was Savage</b>",2020-02-13T12:05:37.000Z,0.0
How much is it???,2020-02-13T12:03:46.000Z,0.0
iPhone X :I’m cool I’ve got 2 cameras <br /><br />iPhone 11:no I’m better I’ve got 3 <br /><br /><br /><br /><br />Samsung s20:HeHe I gOt FiVe,2020-02-13T11:58:59.000Z,0.6369
Its not camera<br />Its cameraaaasssssss,2020-02-13T11:56:30.000Z,0.0
S20 ultra introduction ....didn&#39;t even mention about the 865 Snapdragon the 120 Hz display the 240 touch response the 16 GB of ram the Qhd+ amoled screen the 44 mp front cam the haptic feedback and many more ..truly this phone would require a 15 min video for introduction,2020-02-13T11:52:37.000Z,0.0
Wait s11 it&#39;s not here and it&#39;s s20,2020-02-13T11:51:41.000Z,0.0
Time to get my self a sugar mamma,2020-02-13T11:51:37.000Z,0.0
1ConnectT1<br />2005s phones: lets put camera info at the back of the phone<br />2019: nah<br />2020: yap,2020-02-13T11:51:14.000Z,0.0
Includes no headphone jack.,2020-02-13T11:51:08.000Z,-0.296
Am I the only one that don’t care about camera quality?,2020-02-13T11:50:59.000Z,0.4939
This is just to let you know how rubbish your camera on the s10 really is,2020-02-13T11:49:26.000Z,0.0
&quot;Brings 8K resolution to <b>photos</b> .&quot; <br /><br />If a photo can have a video resolution then gravity is not a thing.,2020-02-13T11:48:23.000Z,0.0
Yeahhhhh baby Samsung in n° 1 and 1and 1❤❤❤❤❤❤❤❤❤❤❤,2020-02-13T11:48:15.000Z,0.0
so im guessing this phone is: $10000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,2020-02-13T11:47:20.000Z,0.0
"So it’s all about the camera, for social media. What a waste.",2020-02-13T11:44:17.000Z,-0.4215
"Me playing PUBG...<br /><br />BatmanCorona2020 knocked out Brotherbear69 with a Pan<br /><br />Me: <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m13s"">2:13</a>",2020-02-13T11:44:11.000Z,0.2023
Iphone    : let&#39;s skip number 9<br />Samsung : let&#39;s skip 9 numbers,2020-02-13T11:42:47.000Z,0.0772
I’m an apple fan but i’ve got to admit this is amazing,2020-02-13T11:39:15.000Z,0.8422
Hey Samsung make it possible to take great photos of the moon and I&#39;ll definitely buy it,2020-02-13T11:39:08.000Z,0.7783
Does even 8K really exists? 😂😂,2020-02-13T11:38:34.000Z,0.0
Nice Phone you got here...,2020-02-13T11:37:23.000Z,0.4215
Me :  the frick is the price of the phone<br /><br />Samsung: yes,2020-02-13T11:34:26.000Z,0.4019
"In <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=3m04s"">3:04</a> commercial, 2 minute is for only Camera.",2020-02-13T11:33:33.000Z,0.0
When comes 5g at india or kerala?,2020-02-13T11:32:48.000Z,0.0
And another camera<br /><br /> Edit: Ok honestly after completing the video that was sick take my money,2020-02-13T11:32:36.000Z,0.2263
<b>Galaxy S7 edge:</b> <b><i>Rethink what your phone can do</i></b><br /><b>Galaxy S8:</b> <b><i>Unbox your phone</i></b><br /><b>Galaxy S9:</b> <b><i>The camera reimagined</i></b> <br /><b>Galaxy S10:</b> <b><i>The next generation galaxy has arrived</i></b><br /><b>Galaxy S20 Ultra:</b> <b><i>Introducing the unbeatable galaxy</i></b>,2020-02-13T11:31:12.000Z,0.0
If i wanted all this new camera features i would just buy a camera not a phone,2020-02-13T11:28:40.000Z,0.0
Bigger than iphone 11 smh,2020-02-13T11:26:33.000Z,-0.3182
I have Samsung Galaxy s10 plus but... Trust me.. Samsung can put the best camera in the world if the software is not good,2020-02-13T11:24:24.000Z,0.7264
Other companies: our phone cameras are over 15mp<br />Samsung: <b>checkmate</b>,2020-02-13T11:24:04.000Z,0.0
Should Samsung skip the Note 11 to Note 19 for Galaxy Note 20?,2020-02-13T11:21:01.000Z,0.0
This is the coolest smartphone ever ❤,2020-02-13T11:20:13.000Z,0.0
"Samsung, i just bought the Note10+",2020-02-13T11:06:47.000Z,0.0
"coming to the price, we are just gonna take your entire Bank account",2020-02-13T11:05:01.000Z,0.0
"S12,13,14,15,16,17,18,19 be like:<br /><br /><br />Am i joke to you?",2020-02-13T11:01:47.000Z,0.296
"Apple : skip iphone 9, headphone jack no more, put big spinner like camera at the back<br />People: hate<br />Samsung : literally skip few series of phones, larger camera at the back, no headphone jack etc<br />People: its ok as long as its not apple doing<br />Apple: so we are the pioneer &amp; guinea pig",2020-02-13T11:01:39.000Z,0.0772
dont get in with samsung they are the best😉,2020-02-13T11:00:15.000Z,0.0
My note 10 plus...,2020-02-13T10:59:42.000Z,0.0
great job Samsung,2020-02-13T10:58:54.000Z,0.6249
I still care about the 3.5 jack.Its time to stick with the s10 or later switch to LG.,2020-02-13T10:58:35.000Z,0.4939
With only 2 years of updates for a 1000+ phone<br />Yeah ok....,2020-02-13T10:57:35.000Z,0.0
"Please donate this phone to you, please",2020-02-13T10:55:14.000Z,0.5574
Andate a fanculo voi e gli smartphone da 1000 euro,2020-02-13T10:54:36.000Z,0.0
This video has the best commnents on YouTube,2020-02-13T10:53:40.000Z,0.6369
Me: Mum I want the new Samsung s20 <br />My mom: you only have one kidney left,2020-02-13T10:52:17.000Z,0.0772
rip for those who bought s10 plus last month.,2020-02-13T10:44:01.000Z,0.0
Its not a phone adverstisement . It is a camera advertisement  😐😐,2020-02-13T10:39:26.000Z,0.0
I love the subtle hints to apple through out. Saying that Samsung is better 😂,2020-02-13T10:38:32.000Z,0.7964
That Omnivison sensor won&#39;t be available for 2020.<br />Maybe they&#39;ll bring it in 2021.,2020-02-13T10:37:51.000Z,0.0
Reality: 30x zoom on S20 Ultra is already pixelated 😂<br />Space zoom is just pure gimmicky marketing strategy of Samsung. See 100x zoom reviews to believe.<br />P30 Pro still when zooming and night photography,2020-02-13T10:36:43.000Z,0.0
شكون جا يشوف جديد,2020-02-13T10:35:07.000Z,0.0
ME(iphone user): Wow!!! 🤩 Love it! 😍 Take my money!💸💸💸,2020-02-13T10:32:40.000Z,0.8798
"<b>&quot;Awesome screen, Awesome camera, long, lasting battery life.&quot;</b>   - Samsung",2020-02-13T10:30:47.000Z,0.6249
"Apple: <b>skips 9</b><br />Samsung:Hey, lets skip 11,12,13,14,15,16,17,18,19,and 20!",2020-02-13T10:30:10.000Z,0.0
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m33s"">1:33</a><br />Is that... the distracted boyfriend meme?",2020-02-13T10:27:25.000Z,-0.4137
Why Samsung skips S11 to S19?,2020-02-13T10:23:36.000Z,0.0
لااا جنت اريد اكون اول,2020-02-13T10:21:49.000Z,0.0
Everyone commenting on how Samsung skipped 9 phones<br />Tff??<br /><br />It&#39;s based on the new decade dumbass do your search!,2020-02-13T10:20:34.000Z,-0.643
still waiting for another Samsung makes fun of Apple,2020-02-13T10:18:14.000Z,0.5106
Congratulations Samsung for your excellent hard work for the world of Super Smartphones.,2020-02-13T10:16:54.000Z,0.9022
108 megapixel but probly still trash snapchat quaility,2020-02-13T10:16:54.000Z,0.0
Does anyone know if the new s20 models are good for astrophotography??,2020-02-13T10:15:05.000Z,0.504
I was here on the 13th of February of 2020. I shall be back in 5 years.,2020-02-13T10:09:13.000Z,0.0
now lets watch apples stocks fall,2020-02-13T10:08:33.000Z,0.0
<b>레게노</b>,2020-02-13T10:07:06.000Z,0.0
Apple has left the group chat,2020-02-13T10:05:15.000Z,0.0
Aree bencho..... 😲,2020-02-13T10:03:53.000Z,0.0
How many cameras you want ah?,2020-02-13T09:59:43.000Z,0.0772
I don&#39;t have that much money😭😭,2020-02-13T09:59:10.000Z,0.0
This is just overkill,2020-02-13T09:58:05.000Z,0.0
Im a samsung fan,2020-02-13T09:56:11.000Z,0.3182
Very Very nice phone!!!I am an oneplus user still ur phone is Very very nice!!,2020-02-13T09:55:46.000Z,0.8364
They always copy apple<br />First the no button thing <br />Then camera,2020-02-13T09:55:45.000Z,-0.296
<b>You forgot to mention the price</b><br /><b>Oh! Wait it&#39;s so big that a single video can&#39;t comprehend it</b>,2020-02-13T09:55:04.000Z,0.0
Ew,2020-02-13T09:52:51.000Z,0.0
Design 🤢🤮,2020-02-13T09:52:48.000Z,0.0
Samsung in 2025: you can record and store 2000 movies in 8k and it has 32 GB ram,2020-02-13T09:52:11.000Z,0.0
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m08s"">0:08</a> you had me at &quot;this&quot;",2020-02-13T09:50:45.000Z,0.0
The game changer😎😎,2020-02-13T09:48:05.000Z,0.0
Shut up and take my kidney!😅,2020-02-13T09:47:04.000Z,0.0
They realize that CAMERA IS BASIC NEED FOR US,2020-02-13T09:46:29.000Z,0.0
Introducing the &quot;High Price Ultra&quot;,2020-02-13T09:46:22.000Z,0.0
"Bruh, how much is this?",2020-02-13T09:46:10.000Z,0.0
give one for me so that i will have one. Am right?,2020-02-13T09:45:41.000Z,0.0
"Let’s all agree to this that the biggest jump ever is in its NAME.. S20😂😂<br /><br />I mean, no one must have guessed something like dis is cmng for sure😂😂😂😂<br /><br />S11, S12, S13... NAHHHHHHHH, straightaway S20!",2020-02-13T09:44:26.000Z,0.4753
David review ini duluan v:,2020-02-13T09:43:36.000Z,0.0
They literally said that they built the phone around the camera thrice,2020-02-13T09:36:50.000Z,0.0
Mahal cuk,2020-02-13T09:36:04.000Z,0.0
Apple has left the chat.,2020-02-13T09:34:57.000Z,0.0
2020 yılı için,2020-02-13T09:33:50.000Z,0.0
Finally something good from Samsung,2020-02-13T09:31:59.000Z,0.4404
If only I could use this camera with Snapchat 😖,2020-02-13T09:31:46.000Z,0.0
1900 below: binoculars<br />2000s : $1000 cameras<br />2020: samsung s20 ultra,2020-02-13T09:31:14.000Z,0.0
Why exynos in EU and ASIA?,2020-02-13T09:30:39.000Z,0.0
Im still waiting for holograms to be incorporated in phones,2020-02-13T09:28:36.000Z,0.0
This is the gate to the World.,2020-02-13T09:28:12.000Z,0.0
"I don’t care what you do, I’ll never use bixby",2020-02-13T09:27:16.000Z,0.4939
"My man galaxy just skip high school, under grad, post grad, MPhil and directly goes for PhD. Good for you.",2020-02-13T09:25:50.000Z,0.4404
"<a href=""https://youtu.be/qKLbKIeD77g"">https://youtu.be/qKLbKIeD77g</a><br />Best ever movie in Bangladesh 🇧🇩",2020-02-13T09:22:02.000Z,0.0
"How much does it cost?<br /><br /><br /><br /><br /><br /><br /><br /><br />No, don&#39;t answer this question please",2020-02-13T09:16:48.000Z,0.3182
RIP iPhone,2020-02-13T09:16:34.000Z,0.0
Wow 😂😂😂😍😍,2020-02-13T09:13:03.000Z,0.5859
Kinda sad that they don&#39;t sell the s20 ultra in cloud blue I really was hoping to have them match the buds 😔,2020-02-13T09:12:54.000Z,0.0699
And many pelope think is this better than iphone 11pro😁,2020-02-13T09:10:44.000Z,0.5228
They literally spent the whole video talking about the camera. <br />At least the iPhone had features and new gadgets.,2020-02-13T09:09:27.000Z,0.0
Apple: puts a 3 camera system on back<br />everyone: ewww that’s so gross!<br /><br />Samsung: puts s chopboard on the back<br />everyone: aight,2020-02-13T09:07:39.000Z,0.0
Cant wait to take pictures with this beast and upload it to my instagram in 2mpx.,2020-02-13T09:06:41.000Z,0.0
"May <a href=""http://www.youtube.com/results?search_query=%23coronadeath"">#coronadeath</a> wont affect your sales",2020-02-13T09:01:59.000Z,0.0
So nobody&#39;s gonna talk about the price?,2020-02-13T08:58:31.000Z,0.0
This phone has 16GB RAM and 512GB hard drive<br /><br />My PC: <br />Read more,2020-02-13T08:55:39.000Z,-0.1027
What a dejavu...<br />Oh Huawei,2020-02-13T08:55:30.000Z,0.0
is this a camera showcase or a phone?,2020-02-13T08:49:28.000Z,0.0
Samsung is the best ever 🥰,2020-02-13T08:44:08.000Z,0.6369
Waw cool,2020-02-13T08:44:07.000Z,0.3182
Night Camera: Shows a still bright photo before using Night Camera instead of actual Night time.,2020-02-13T08:43:35.000Z,0.4404
How much ram it has?,2020-02-13T08:41:07.000Z,0.0
"2 8k-Fernseher gibts im Moment.... warum braucht mam das? keiner will das in seinem Phone, allen reicht FullHD.",2020-02-13T08:40:42.000Z,0.0
"Euer Ernst? Leute, eine Kamera mehr oder weniger macht keinen Unterschied. Und gut sieht das auch nicht mehr aus, nur Durchschnittich und abgekupfert.<br /><br />Dazz keine wirklichen Erneuerungen, mein nächszes Phone wird eik RoG 2. Denkt mal drüber nach, ich war so ein Fan und dann macht ihr nur noch diesek Mist..",2020-02-13T08:37:23.000Z,-0.323
Apple : Now we have 3 Cameras on a smartphone!<br />Samsung : LOL,2020-02-13T08:36:09.000Z,0.5893
Goodbye headphone jack..we miss you,2020-02-13T08:33:36.000Z,-0.1531
