comments,date,sentiment
Me: I&#39;m gonna get this phone<br /><br />Wallet: Well yes but actually no,2020-02-16T01:08:37.000Z,-0.1027
But does it play crisis? 🤔,2020-02-16T01:02:38.000Z,-0.4019
While watching this I feel like my S10 plus is 20 years older.😭😭💔,2020-02-16T00:57:10.000Z,0.3612
Goodbye Apple...,2020-02-16T00:55:51.000Z,0.0
is this a camera or a phone ?!,2020-02-16T00:53:48.000Z,0.0
👌,2020-02-16T00:45:03.000Z,0.0
I would marry Samsung if it would be possible or legal ! The company thats not scared of critisism! <br />P.s. try commenting on an Apple Video!,2020-02-16T00:41:59.000Z,0.5834
Iphone: I have 4 cameras<br />Samsung: Hold my Samsung,2020-02-16T00:38:05.000Z,0.0
Wait hold up? You mean until now 2020 apple still doesn’t have VR that can connect to the phone? Pathetic shame,2020-02-16T00:34:18.000Z,-0.7998
i need it but can you stop the fridge design?,2020-02-16T00:29:47.000Z,-0.4215
Me: taking a pic with s20 camera<br />Me: posting on insta<br />Insta: 1 like<br />Me: Hmmmmmmmm...,2020-02-15T23:58:02.000Z,0.0
WoW SAMSUNG !,2020-02-15T23:52:42.000Z,0.6239
Ok now there is literally no reason to buy an Iphone🙏RIP Apple🙏,2020-02-15T23:42:45.000Z,0.0
This will be good for candid pics and video forsure !! 👀👀,2020-02-15T23:42:29.000Z,0.5399
Welp... time to sell my house for this phone,2020-02-15T23:41:31.000Z,0.0
1tb!?!?! R u kidding. Dang. Cries in s10+,2020-02-15T23:40:06.000Z,-0.5478
I am speechless and jealous,2020-02-15T23:38:27.000Z,-0.4588
WHY SAMSUNG S20 .INTERNASIONAL KEEPING Exynos 990... WHY NOT SNAPDRAGON 865... YOU KNOW SAMSUNG YOUR CHIPSET SO SLOWLY.. YOUR EXYNOS 990 SO SLOW.. WHY NOT SNAPDRAGON TO.. WHYY????? YOU WILL TRY BUILD YOUR  SLOWLY CHIPSET.. ITS IMPOSIBBLE .. CANNOT PLAY GAME KEEP YOUR CHIPSET. SSOOOOOO SLOWLY.,2020-02-15T23:35:29.000Z,-0.5482
"😂 go on and on day till night week to weeks years to years all day long .keeping you addictive to the phone so most things are undone. Why does smartphone company make phones that could kill us,humans? Why???",2020-02-15T23:24:28.000Z,-0.7691
🇧🇷 só falta o dinheiro<br />🇺🇸I just need the money<br />🇪🇸Solo falta el dinero,2020-02-15T23:18:44.000Z,0.0
It&#39;s really not fair to show too many ads before the release. I saw the s20 ads and went to buy it. But they said it&#39;s not even released.<br /><br />So I bought another mobile,2020-02-15T23:09:18.000Z,-0.305
this is jesus 😱,2020-02-15T23:02:25.000Z,0.0
Me: showing this video to my parents and trying my hardest to convince them why I need this.,2020-02-15T23:00:58.000Z,0.25
Man I lm so mad I never have the newest android phone.lm a big fan of Samsung. Nice now apple need to up there game.i still have the Samsung Galaxy j3 and everyone have new phone and I dont.😭,2020-02-15T22:57:33.000Z,-0.0042
PHONE DESIGNER:<br />how many camera should i put?<br />SAMSUNG:<br />YES,2020-02-15T22:55:53.000Z,0.0
My dad said I can get anything I want if I score three tries in all of my 10 rugby games this week looks like i finna get a new s20 ultra depending on the price though because i dont want to blackmail my dad because he can use the money for more important stuff,2020-02-15T22:54:11.000Z,0.6361
🍏,2020-02-15T22:52:46.000Z,0.0
And now the comments are also 8K.,2020-02-15T22:51:49.000Z,0.0
"As a photographer, I want this",2020-02-15T22:51:14.000Z,0.0772
sniperrr,2020-02-15T22:47:10.000Z,0.0
This whole ad is a MEME<br /><br /><br /><br /><br />But I loved it.,2020-02-15T22:45:20.000Z,0.5994
So cool,2020-02-15T22:38:54.000Z,0.3804
2019 : Samsung fans ~ the camera bump in the iPhone is so ugly<br />2020 : Samsung fans ~ Seen 👀 K’ 😅,2020-02-15T22:26:20.000Z,0.0
this is the future,2020-02-15T22:23:36.000Z,0.0
So we’re now just going to be skipping numbers of the phone<br /><br />I thought it was supposed to be the 12,2020-02-15T22:21:47.000Z,0.0
it&#39;s weaaaaaak,2020-02-15T22:19:11.000Z,0.0
So it&#39;s basically a camera.<br /><br /><br /><br /><br /><br /><br /><br /><br />With a mobile phone.,2020-02-15T22:18:47.000Z,0.0
Samsung is a revolution ❤,2020-02-15T22:01:17.000Z,0.0
APPLE:I m Out,2020-02-15T21:54:50.000Z,0.0
"Samsung, you will stay no.1",2020-02-15T21:52:45.000Z,0.0
Me: I want it. <br />My wallet: haha no,2020-02-15T21:52:16.000Z,0.2732
holy crapulama,2020-02-15T21:38:55.000Z,0.0
Who’s watching this on iphone 😂,2020-02-15T21:19:12.000Z,0.0
Actually very good.,2020-02-15T21:11:11.000Z,0.4927
🤯😰☠☠😽 تازه داشتم با اس ناینم کلاس میزاشتم,2020-02-15T21:10:44.000Z,0.0
If u see this and you dont leave a like you are gay,2020-02-15T20:57:20.000Z,-0.2411
So this is actually a DSLR that&#39;s build inside the phone,2020-02-15T20:50:09.000Z,0.0
<b>Samsung:</b> S20&#39;s Ultra Intelligent Battery management gives you the power to go on and on and on<br /><br /><br /><b>Nokia 3310:</b> yo wassup,2020-02-15T20:44:18.000Z,0.4588
I just bought s10+ 3months ago,2020-02-15T20:43:10.000Z,0.0
Pas mal,2020-02-15T20:36:04.000Z,0.0
Apple:3 cameras<br />Samsung:5 cameras,2020-02-15T20:33:58.000Z,0.0
Telefono que nunca voy a tener por pobre,2020-02-15T20:33:03.000Z,0.0
"8K on this phone is useless, it takes a lot of memory and it is only in 24 Frames per second",2020-02-15T20:25:11.000Z,-0.4215
“We built a phone around it”,2020-02-15T20:16:54.000Z,0.0
abi telefon iyi hoşta 12bin lirayı nerden bulcaz,2020-02-15T20:15:50.000Z,0.0
This is wretched.,2020-02-15T20:07:57.000Z,0.0
8K?!😮 you start uploading 24 hours ago??!!!👍👍,2020-02-15T20:03:28.000Z,0.0
<b>iam</b> <b>selling</b> <b>my</b> <b>kidneys</b>,2020-02-15T19:52:44.000Z,0.0
To mach nothing for to mach money,2020-02-15T19:49:09.000Z,0.0
"your phone&#39;s good, bt i ain&#39;t still worth it",2020-02-15T19:49:04.000Z,0.5859
Samsung S20 Ultra has a better vision compared to my life!!!!!,2020-02-15T19:43:01.000Z,0.7243
Was this a mobile advertisment or a camera advertisment,2020-02-15T19:39:59.000Z,0.0
to bad i don&#39;t have enough money to buy it😂,2020-02-15T19:38:01.000Z,-0.5423
2007 : we built an a phone with size of hand<br />2020 : we made a phone with size of an a tablet,2020-02-15T19:28:15.000Z,0.0
O kurde,2020-02-15T19:21:39.000Z,0.0
Apple fanboys are crying now because their camera was the only thing they had going for them,2020-02-15T19:15:58.000Z,-0.4767
Ha.  In the 90&#39;s my first phone didn&#39;t even have a camera.  Look at them now,2020-02-15T19:07:37.000Z,0.34
Feels like samsung&#39;s introducing their camera built with SONY sensors! 😆😆😆,2020-02-15T19:06:06.000Z,0.4199
Is this even a phone or just a camera?,2020-02-15T19:05:36.000Z,0.0
Comeu a Apple é botou a xiami pra mama,2020-02-15T18:49:05.000Z,0.0
apple better do something good this year,2020-02-15T18:45:39.000Z,0.7003
<b>Samsung: releases S20</b><br /><b>Me with my S6</b>,2020-02-15T18:44:56.000Z,0.0
U had the chance to name the zoom <br />&quot;The galaxy zoom&quot;,2020-02-15T18:39:57.000Z,0.25
Ahhhhhhhhh !!!!! ❤❤❤❤👸,2020-02-15T18:32:17.000Z,0.0
❤❤❤,2020-02-15T18:20:01.000Z,0.0
Xiaomi bota Apple pra mamar,2020-02-15T18:15:32.000Z,0.0
Im use huawei smartphone because im worry cia spying me with samsung device,2020-02-15T18:07:35.000Z,-0.4404
Apple is still the best at making ads,2020-02-15T17:54:37.000Z,0.6369
If this was apple everyone would puke when they saw the camera,2020-02-15T17:53:34.000Z,-0.5267
Ahh finally I can afford the s8,2020-02-15T17:48:53.000Z,0.0
Samsung is try hards<br /><br />Apple wa are the best,2020-02-15T17:42:35.000Z,0.6369
"Lets be real, we create memes making it look ridiculous but we all want it anyways",2020-02-15T17:36:52.000Z,0.0644
"I have a apple phone cover that used by justin bieber. If you interested, i can sell it",2020-02-15T17:29:11.000Z,0.4019
Superb phone..,2020-02-15T17:25:57.000Z,0.6249
"This phone looks cool and all but when your crush asks to play iMessage games,what you gonna do if you have this?",2020-02-15T17:25:00.000Z,0.431
This is the phone which steals your kidney,2020-02-15T17:24:24.000Z,-0.5106
Me to,2020-02-15T17:07:55.000Z,0.0
plz samsung upgrade s8 to android 10 plzzz we beg u 😭😭😭😭😭,2020-02-15T17:07:01.000Z,0.0772
S20 ultra The best of world,2020-02-15T17:06:30.000Z,0.6369
No headphone jack. Straight to the garbage bin,2020-02-15T17:05:31.000Z,-0.0772
Who else see money heist?,2020-02-15T16:55:57.000Z,0.0
I’m not a Samsung user but this phone is sick 🔥,2020-02-15T16:53:06.000Z,-0.6652
While samsung adds on cameras <br /><br />Apple adds on features,2020-02-15T16:49:52.000Z,0.0
And people think Apple is better than Samsung.. HA 😂,2020-02-15T16:47:16.000Z,0.7213
I feel like phones of this generation are all about cameras,2020-02-15T16:46:12.000Z,0.3612
Wow impressive 😍😍😍😍😍😍,2020-02-15T16:44:52.000Z,0.7964
Samsung is about to run the pro camera companies out of business...,2020-02-15T16:43:25.000Z,0.0
Wait.. Can I afford that?,2020-02-15T16:39:12.000Z,0.0
I keep rethinking that I should study hard to get something worthy. Guess I know now,2020-02-15T16:35:53.000Z,0.3612
Are we just gonna ignore the fact that 5g is absolutely terrible and could kill is all?,2020-02-15T16:35:50.000Z,-0.8908
So it&#39;s an s8 with a good camera and a good battery.,2020-02-15T16:33:12.000Z,0.7003
This is....... JUST PERFECT,2020-02-15T16:32:06.000Z,0.6633
"I hope this phone system is smooth. Android always have a great design and camera. But when it comes about system, Apple win!",2020-02-15T16:30:40.000Z,0.902
Whats new? We need a new thing not a camera,2020-02-15T16:27:17.000Z,0.0
I love cameras that can make calls,2020-02-15T16:24:32.000Z,0.6369
I might buy it after 6 years.,2020-02-15T16:15:44.000Z,0.0
Its a samsung with a camera,2020-02-15T16:11:46.000Z,0.0
와~~ 예술이네요. 나 지금 갤럭시 노트10+5G 쓰는데 욕심나구 미친 기능 가지고싶네요.,2020-02-15T16:10:12.000Z,0.0
its not a phone its more than a camera...,2020-02-15T16:07:46.000Z,0.0
Take the L Apple 😭,2020-02-15T16:04:51.000Z,0.0
Super smart phone top one 1 brand samsung camera,2020-02-15T16:04:49.000Z,0.8126
All Apple Users: Ahahaha,2020-02-15T16:04:03.000Z,0.0
Apple fans are shaking rn 🤫🤫🤭,2020-02-15T15:59:50.000Z,-0.1779
This phone is. All about camera🙄🙄🙄🙄🙄🙄🙄,2020-02-15T15:59:27.000Z,0.0
Some one please tell me what can i do with my 8k photo. 🤪🤪,2020-02-15T15:54:08.000Z,0.3182
Huawei : work on progress 🔛🔜💪🏻😎,2020-02-15T15:52:37.000Z,0.4215
iPhone still better😬🤷🏽‍♂️💪🏽,2020-02-15T15:46:58.000Z,0.0
"This is what the real FUTURE is...🖤🖤🖤 <a href=""http://www.youtube.com/results?search_query=%23Samsung"">#Samsung</a> <a href=""http://www.youtube.com/results?search_query=%23GalaxyS20series"">#GalaxyS20series</a> ❤",2020-02-15T15:46:15.000Z,0.0
meanwhile huwaie we have removed the volume button.,2020-02-15T15:44:02.000Z,0.0
OK your giving us 8k  dslr  typephone but how much it does cost?<br /><br /><br /><br />9 kidneys or maybe  even lungs or other organs,2020-02-15T15:42:19.000Z,0.3953
Apple iPhone 11 4 cameras apple we did it<br /><br />Samsung hold my beer,2020-02-15T15:41:25.000Z,0.0
"2.8k dislikes, hahaha those Apple fans",2020-02-15T15:38:05.000Z,0.2263
"Kidneys aren&#39;t enough, let&#39;s sell our whole body.",2020-02-15T15:33:41.000Z,0.0
Samsung can you sponsor my channel please,2020-02-15T15:23:18.000Z,0.3182
Bu kadar para verilmez bu telefona,2020-02-15T15:21:17.000Z,0.0
"I love samsung <a href=""http://camera.now/"">camera.now</a> my dream buy  s20 ultra 😍",2020-02-15T15:20:07.000Z,0.7351
What 5000 mah ???,2020-02-15T15:18:09.000Z,0.0
What I need : 1 camera<br />Samsung : yes,2020-02-15T15:17:18.000Z,0.4019
I can tell people who use tiktok gonna use this phone,2020-02-15T15:16:01.000Z,0.0
Mama mia can&#39;t afford ya,2020-02-15T15:15:26.000Z,-0.296
Definitely skipping the s20 this year hopefully the s21 is an actual new phone not just an update,2020-02-15T15:06:21.000Z,0.6597
I Love this Phone ..,2020-02-15T15:04:24.000Z,0.6369
"I don&#39;t know why eben after watching 10 unboxing videos,I still came here to see the ad... 🤷",2020-02-15T15:04:09.000Z,0.0
S10 is way worth than this,2020-02-15T15:03:45.000Z,0.2263
I Need Phone😢 My Phone is samsung j1mini😢,2020-02-15T14:56:25.000Z,0.0
SAMSUNG USERS....LEAVE A LIKE<br />APPLE USERS.....LEAVE A COMMENT,2020-02-15T14:55:45.000Z,0.0
Nice! :D,2020-02-15T14:50:14.000Z,0.7978
Vov menga 16gb li tezkor hotirasi va 8k farmatli kamerasi yoqdi,2020-02-15T14:49:18.000Z,0.0
Appel : Today we see a better phone than a camera<br />Samsung : Oh grab my jaguar,2020-02-15T14:40:30.000Z,0.4404
i need this,2020-02-15T14:39:40.000Z,0.0
I ♥️ Samsung Mobiles,2020-02-15T14:38:31.000Z,0.0
"Still waiting for Samsung to release some update where there&#39;s a self, screen recorder like iPhones...",2020-02-15T14:16:08.000Z,0.3612
"Samsung wasn&#39;t trying to skip the 11 or 12, etc.. They chose to name the phone by the year. Good idea, I think. <br />I can&#39;t wait to get this Ultra phone.  I&#39;ve got it preordered thru my Samsung account..<br />Trading in my Note 10plus.",2020-02-15T14:10:29.000Z,0.4404
100x zoom for some ladies bathroom shots,2020-02-15T14:09:55.000Z,0.0
brain in 2017 : i need the new iphone x<br /><br /><br />brain in 2020 : i need the new S20 ultra<br /><br /><br /><br />wallet : nokia 3310   me happy because i can play the snake game,2020-02-15T14:07:10.000Z,0.7269
I love you samsung phone,2020-02-15T14:02:03.000Z,0.6369
Xiaomi:we built 108 mega pixel <br />Samsung:we copied your 108 mega pixel,2020-02-15T14:01:06.000Z,0.0
Why do I always get Samsung video in my recommend when I have a iPhone 😂,2020-02-15T14:00:52.000Z,0.3612
They buy 108 mega Pixel from xiaomi <br />Shame on you Samsung,2020-02-15T13:59:08.000Z,0.0
Ns,2020-02-15T13:58:08.000Z,0.0
Samsung: 8K recording on a phone<br /><br />YouTube: Do you pay me for building data centers,2020-02-15T13:55:31.000Z,-0.1027
Level er phone,2020-02-15T13:55:04.000Z,0.0
Note ultra 😫🤤🔥,2020-02-15T13:50:25.000Z,0.0
Lets go samsung!!!!,2020-02-15T13:45:04.000Z,0.0
I got no words to Express what I feel for this mobile!! I need one pls🥺🥺....,2020-02-15T13:43:05.000Z,-0.4184
Awesome!bi dont care if you copy Apple,2020-02-15T13:37:54.000Z,-0.4442
Il est juste incroyable je le veux,2020-02-15T13:37:48.000Z,0.0
"What the f%ck is happening at <a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m15s"">2:15</a>?",2020-02-15T13:36:32.000Z,0.0
Samsung: we built a camera inside a QLED 8k TV that you can put in your pocket,2020-02-15T13:34:14.000Z,0.0
It’s time for OPPO to launch 10 camera phone,2020-02-15T13:31:47.000Z,0.0
Take notice of &quot;others&quot; instead of 12mp Iphone,2020-02-15T13:25:16.000Z,0.0
Apple:Let’s skip iphone 9<br />Samsung:let’s skip all galaxy s models until 20<br />Also Samsung with A line:let’s skip all the models of A8 until A80(72 phones 😁),2020-02-15T13:19:09.000Z,0.0
The intro is like in Mandalorian😂,2020-02-15T13:18:21.000Z,0.3612
В семье не без уродов,2020-02-15T13:15:25.000Z,0.0
",,Our camera brings 8k video resolution to photos. And we’ve built a game-changing 5G phone around it.           <br />Well...i think that’s.... the future?",2020-02-15T13:14:44.000Z,0.0
The dislikes come from Apple users,2020-02-15T13:08:09.000Z,-0.4019
<b>When you’re desperate to one up Apple.</b>,2020-02-15T13:07:38.000Z,-0.3182
Does anyone know why they got rid of the headphone jack?,2020-02-15T13:07:28.000Z,0.0
Just how good they lie everytime,2020-02-15T13:02:34.000Z,0.4404
Knox its not secure enought,2020-02-15T12:58:55.000Z,-0.2584
"So what you’re telling me is that the second I switch to an iPhone for more convenience, Samsung has a huge come up? Noice",2020-02-15T12:58:07.000Z,0.3182
Iphone:Hahaha beat that Samsung<br /><br />Samsung:*uploads*<br /><br />Everyone:*breaks iphone* SAMSUNG IS THE BESTTT,2020-02-15T12:49:53.000Z,0.0
Pq shoraste iphone!?,2020-02-15T12:46:20.000Z,0.0
8k!!!!!,2020-02-15T12:45:58.000Z,0.0
The first thing I searched up after watching this was &quot;Can I live without my kidneys?&quot;,2020-02-15T12:44:09.000Z,0.0
Aye yo Samsung&#39;s killing it baby. She&#39;s on fire,2020-02-15T12:43:12.000Z,-0.7783
Comments - 8K,2020-02-15T12:43:00.000Z,0.0
They skipped 9 phones,2020-02-15T12:39:57.000Z,0.0
What is work of the camera below flashlight. <br />Can anyone tell??,2020-02-15T12:37:09.000Z,0.0
I phone 11 pro: <b>Has 3 Cameras</b><br /><br />Samsung galaxy s20 Ultra: So you have chosen death,2020-02-15T12:36:32.000Z,-0.5994
I wonder how apple is going to react to this,2020-02-15T12:29:39.000Z,0.0
Apple fans that say android cameras are bad are really stuck rn 12mp vs. 118mp idk,2020-02-15T12:27:22.000Z,-0.7346
Was it a phone intro or a camera intro??,2020-02-15T12:24:49.000Z,0.0
I&#39;ll be buying this in 2040 when people are selling it for $100+,2020-02-15T12:24:36.000Z,0.0
I still use a S6 edge 😢😂😂,2020-02-15T12:24:06.000Z,0.0
I don&#39;t have money to buy this phone! 💔💔,2020-02-15T12:17:44.000Z,0.0
&quot;image simulated for ilustrative purpose only&quot; yh ofc smd,2020-02-15T12:15:57.000Z,0.0
That&#39;s why I love Samsung,2020-02-15T12:15:51.000Z,0.6369
I’m in Apple Family but !! It’s time to change ❤️,2020-02-15T12:14:31.000Z,0.0
"2 years and ur phone is useless and not supported,  i ll stop buying Samsung cuz of that ^-^ my note 8 is useless now , and afraid to buy note 10+ and be forced to upgrade soon",2020-02-15T12:08:54.000Z,-0.8259
For future references wat would kill apple!!!<br />A projector in the LED flash,2020-02-15T12:02:48.000Z,-0.7633
"annnd, you guys will do a fortnite colaboration? the iris skin. even the phone colors have the same colors as the iris skin.",2020-02-15T12:02:44.000Z,0.0
You are very bad,2020-02-15T11:45:15.000Z,-0.5849
Why am I excited for this every year I can&#39;t afford it,2020-02-15T11:44:36.000Z,0.34
I hate Apple!👎👎😡🤬,2020-02-15T11:39:20.000Z,-0.6114
I WANT IT!,2020-02-15T11:38:31.000Z,0.1511
"For 1600 dollars, no thank you! I could buy my phone (flagship from 2018) 3 times with this money and still got something left!",2020-02-15T11:28:20.000Z,0.2225
I&#39;m a Samsung fan boy<br />But Samsung <br />This is not a good choice of design..<br />They all look like your own mid range smartphones..,2020-02-15T11:27:58.000Z,0.3387
Only with mobile camera phone can&#39;t be better mobiles can be Best by Ther Other Features and Functions_<i>____</i>,2020-02-15T11:26:28.000Z,0.7964
Where is fingerprint?? 😊,2020-02-15T11:23:45.000Z,0.0
when MKBHD review video get more view than the official video,2020-02-15T11:15:04.000Z,0.0
Samsung :<br />Apple :<br />YouTube Commenters : SAMSUNG :<br />APPLE :,2020-02-15T11:14:59.000Z,0.0
Pistol + S20 = sniper,2020-02-15T11:13:10.000Z,0.0
finally i can say that i have a phone that is<br /><br /><br /><br /><br /><br /><br /><br /><br />PLUS ULTRA,2020-02-15T11:12:54.000Z,0.0
This phone id making me want to upgrade,2020-02-15T11:12:35.000Z,0.0772
So. The race has begun.,2020-02-15T11:08:57.000Z,0.0
"<a href=""https://youtu.be/iV4cplD84zw"">https://youtu.be/iV4cplD84zw</a><br />دو لاکھ بیس ہزار والا موبائل آ گیا 😱😱",2020-02-15T11:07:56.000Z,0.0
We want a macro lense! Come on Samsung.,2020-02-15T11:04:54.000Z,0.1511
Dream. Envious. Hitech... My thoughts during watching.,2020-02-15T11:04:07.000Z,-0.0258
Send me one please 😁,2020-02-15T11:02:22.000Z,0.3182
Support me 🙏,2020-02-15T11:01:19.000Z,0.4019
Xiaomi Note 10 Pro: *Cough,2020-02-15T10:54:41.000Z,0.0
Currently there are 8k comments,2020-02-15T10:47:00.000Z,0.0
All cheat from Huawei mate 30 pro,2020-02-15T10:46:08.000Z,-0.4588
i&#39;m not wrong in choosing the most creative brand phone<br /><br /><br /><br /><br />i&#39;m sorry my english is really bad,2020-02-15T10:45:41.000Z,0.1665
I&#39;ll get one for free,2020-02-15T10:36:02.000Z,0.5106
The price tho hope it falls under 1k,2020-02-15T10:34:14.000Z,0.4404
WOW!!!,2020-02-15T10:31:58.000Z,0.6884
Watching this on my s20564 x max pro,2020-02-15T10:29:39.000Z,0.0
Huawei : We have 50x Zoom<br />Samsung : Hold my telescope,2020-02-15T10:26:38.000Z,0.0
"Appel: <b>releases iPhone 11</b> &quot;Ok, let&#39;s wait for their S1-&quot;<br /><br />Samsung: <b>S20</b>",2020-02-15T10:25:32.000Z,0.0
S10 Series: Next Generation Galaxy<br />S20 Series: Next Generation Price,2020-02-15T10:25:07.000Z,0.0
what about Note 10 +,2020-02-15T10:15:19.000Z,0.0
Teleskope:hold my lens,2020-02-15T10:09:07.000Z,0.0
RIP iphone,2020-02-15T10:08:12.000Z,0.0
Now I am feeling so bad for my newly bought &quot;Samsung NOTE 10&quot; after watching Galaxy S20!,2020-02-15T10:06:31.000Z,-0.6466
Я хочу його,2020-02-15T10:06:19.000Z,0.0
i think i should have waited to buy s20 ultra instead of note 10 +,2020-02-15T09:57:36.000Z,0.0
1.5 terabytes????? For real,2020-02-15T09:54:21.000Z,0.0
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=2m15s"">2:15</a><br /><br /><br />That&#39;s literally me when my phone dies lol",2020-02-15T09:47:28.000Z,0.4215
is veri fine,2020-02-15T09:46:14.000Z,0.2023
There are <b>8K</b> comments,2020-02-15T09:45:33.000Z,0.0
"Ууууу, ска, этот телефон действительно изменит фото и телефоны. Никто не видел таких камер и Никто не делал похожих телефон. В стиле Apple ребят. Можно было придумать и получше",2020-02-15T09:38:26.000Z,0.0
This is insane,2020-02-15T09:35:35.000Z,-0.4019
GOD,2020-02-15T09:35:08.000Z,0.2732
Me: <b>watches this is 108 MP</b><br />Youtube: 144p take it or leave it,2020-02-15T09:20:36.000Z,-0.0516
"I hope to support and participate my channel meaningful for children to learn Arabic language, thank you",2020-02-15T09:18:46.000Z,0.8555
What impressed me most wast not the camera. but battery life. That is a good improvement,2020-02-15T09:14:40.000Z,0.872
iPhone iPhone,2020-02-15T09:13:22.000Z,0.0
&quot;selam s20 ultra&quot;,2020-02-15T09:10:03.000Z,0.0
Seems more  like a camera and less like a phone,2020-02-15T09:07:48.000Z,0.6794
Thinking to sell my liver😒😭 and laptop...hopenu guys understand,2020-02-15T09:05:58.000Z,0.0
Samsung is always best 👍❤️,2020-02-15T09:01:26.000Z,0.6369
I want that phone so bad!,2020-02-15T08:53:03.000Z,-0.6687
I AM IMPRESSED BY THIS. GREAT WORK SAMSUNG,2020-02-15T08:49:23.000Z,0.802
Ill get s20 lite this good but I aint richie u kno,2020-02-15T08:45:39.000Z,0.074
how much price do you know ?,2020-02-15T08:42:41.000Z,0.0
Which is better Samsung or Apple? 😕,2020-02-15T08:41:03.000Z,0.4404
I don&#39;t have budget for this <br />But phone is amazing,2020-02-15T08:40:20.000Z,0.5859
Apple? :(,2020-02-15T08:40:14.000Z,-0.4404
Samsung s20 Plus <br />Samsung s20 ultra <br />Samsung s20 Plus ultra of All Might,2020-02-15T08:39:22.000Z,0.0
2.7k apple boi disliker😅😅,2020-02-15T08:38:30.000Z,0.0
😍😍😍😍😍😍😍,2020-02-15T08:37:39.000Z,0.0
Please give me the phone,2020-02-15T08:34:56.000Z,0.3182
i freaking love samsung .,2020-02-15T08:30:33.000Z,0.34
We have feelings by the way 😢😢😢😢,2020-02-15T08:29:08.000Z,0.0
Not impressed y’all running out of ideas for smart phones now,2020-02-15T08:23:54.000Z,0.0377
Everyone: talking about IPhone 11’s 3 cameras<br /><br />Samsung: hold my beer,2020-02-15T08:21:07.000Z,0.0
Iphone se esta cagado 🤡🤡,2020-02-15T08:14:38.000Z,0.0
Who needs a telescope ?,2020-02-15T08:14:14.000Z,0.0
no AUX ... useless,2020-02-15T08:10:04.000Z,-0.6124
iPhone 13 cameras: <b>exists</b><br />Samsung Galaxy S20 ultra cameras : hold my camera.,2020-02-15T08:10:01.000Z,0.0
Got headache,2020-02-15T07:58:00.000Z,0.0
Can&#39;t wait for Apple to steal the 8K photo shooting idea 2 years later and call it a revolution,2020-02-15T07:55:54.000Z,-0.4939
Why didnt i even know this,2020-02-15T07:50:39.000Z,0.0
iPhone has left the world,2020-02-15T07:49:37.000Z,0.0
<b>*Cries in Huawei Y6 2018-ish*</b><br />Also it has 3 times more space than my ps4,2020-02-15T07:44:40.000Z,0.0
Iphone is better,2020-02-15T07:40:15.000Z,0.4404
Samsung: 100x Zoom<br />Guy with a sign: Can you see this?,2020-02-15T07:39:32.000Z,0.0
ooo apple got fried,2020-02-15T07:37:25.000Z,0.0
Weird lady voice.....,2020-02-15T07:33:52.000Z,-0.1779
Mad o 😳,2020-02-15T07:31:23.000Z,-0.4939
Can you bring this update to the a 50 please it is so cool,2020-02-15T07:24:39.000Z,0.6476
"Pardon me, but who tf asked?",2020-02-15T07:22:51.000Z,0.1655
<i>okay boomer</i>,2020-02-15T07:22:35.000Z,0.0
<b>Now I can spy it 100x</b><br />A&#39;right imma keep my j5 for now. <br />Just keep it. Treasure it. ❤,2020-02-15T07:13:04.000Z,0.296
Is this even possible to beat? This is peak mobile phones bro how much farther can we push technology,2020-02-15T07:10:49.000Z,0.0
People: Ha apple can’t count they went from 8 to ten in ten minutes....<br /><br /><br /><br /><br /><br /><br />Samsung:😅😅😅😅😅😅,2020-02-15T07:05:21.000Z,0.34
hurrrrr!!!,2020-02-15T06:57:34.000Z,0.0
The s20 ultra’s design is so hideous but the specs is fcking great!!!,2020-02-15T06:47:30.000Z,0.8189
Oh u mocking 12MP phone?,2020-02-15T06:33:49.000Z,-0.4019
"not impressed,its 2020 we should have 20 camera on s20 🤷🏻‍♂️",2020-02-15T06:29:37.000Z,0.0
Is it me or they just improved the camera?,2020-02-15T06:28:40.000Z,0.4767
Innovación 👌🏻,2020-02-15T06:26:52.000Z,0.0
<b><i>happy FBI agent noises</i></b>,2020-02-15T06:23:22.000Z,0.0
The dislikes are from the people that use apple products,2020-02-15T06:15:42.000Z,-0.4019
1 of the greatest reason I switched to Samsung is the ugly notch of Iphone.,2020-02-15T06:11:50.000Z,0.2263
Nice good work,2020-02-15T06:09:06.000Z,0.6908
5 cameras mean apple you need to put on 10 camera on iPhone 12,2020-02-15T06:07:15.000Z,0.0
Really like this phone but iphone’s os is just so much better in my opinion,2020-02-15T06:01:22.000Z,0.7322
Why my camera has phone in it?,2020-02-15T06:00:59.000Z,0.0
Watching the ad and<br />guts: buy that mate<br />Brian: take a look at the holes in your underwear change that first<br />Wallet: holes is cool...😁,2020-02-15T05:57:03.000Z,0.0
Nice feature in this phone,2020-02-15T05:56:22.000Z,0.4215
"dang it, the headphone jack is gone",2020-02-15T05:52:20.000Z,0.0
Samsung:” I have more camera then the phone”<br /><br />Apple: “Did you forget about me?”,2020-02-15T05:52:11.000Z,-0.2263
