comments,date
Rethink price 😆,2019-09-28T03:58:51.000Z
Good but...irritating nouch 🤔,2019-09-28T01:49:27.000Z
Me: <b>*wants to take slowmo with my P20*</b><br />Phone: <b>*how much*</b><br />Me: <b>*20 seconds*</b><br />Phone: <b>*2 seconds?*</b>,2019-09-27T19:38:44.000Z
that much mp and you cant even see its true resolution with standard screen resolution these days,2019-09-27T19:13:17.000Z
nice phone 📱,2019-09-27T18:26:31.000Z
Huawel mate 30 to 30 pro 🤤❤🤤,2019-09-27T17:35:33.000Z
अभी तक Notch तो हटा नही पाए।,2019-09-27T15:41:17.000Z
What time we can buy this amazing phone?,2019-09-27T15:38:37.000Z
7680fps 🙄,2019-09-27T15:25:44.000Z
My eyes r crying,2019-09-27T14:59:55.000Z
Apple Crapped in the pant. 💩,2019-09-27T14:14:36.000Z
Credits to Samsung,2019-09-27T13:34:51.000Z
Google: <b>bans Huawei for making beter phones than Google</b>,2019-09-27T12:38:11.000Z
no andriod  why,2019-09-27T12:05:16.000Z
Re Think Notch 🥴,2019-09-27T11:38:29.000Z
looks like soon enough the Slo Mo guys will be using a Huawei to film their vids,2019-09-27T11:26:52.000Z
It&#39;s time to remove the notch,2019-09-27T11:22:59.000Z
When will this released in South east Asia?,2019-09-27T09:48:08.000Z
So that means this phone could be a slower motion spy cam 😂?,2019-09-27T09:46:23.000Z
I can see the how the bullet doin&#39; in the mid air. 🤪  How to know the shape of the rain😊,2019-09-27T09:25:01.000Z
7680 fps....omg,2019-09-27T09:08:24.000Z
Is it having Android?????,2019-09-27T08:46:27.000Z
Laggy camera,2019-09-27T05:30:12.000Z
Super cool 😲😲,2019-09-27T04:11:26.000Z
huawei: waterfall screen<br /><br />mi mix alpha: hold my 180° ocean,2019-09-27T04:00:40.000Z
but i need google maps for online taxi jobs.,2019-09-27T02:30:46.000Z
Faaaak,2019-09-27T02:00:26.000Z
WOOW NICE GALAXY NOTE 9 ♡,2019-09-27T01:58:14.000Z
No google no party,2019-09-27T01:56:16.000Z
😍😍😍😍,2019-09-27T01:50:03.000Z
You see and That looks more like a real stove,2019-09-27T01:11:33.000Z
Rethink price,2019-09-27T01:10:54.000Z
Huawei 👍👌,2019-09-27T00:17:20.000Z
my favorite phone 📱 best huawei,2019-09-26T23:44:23.000Z
"And here we have another phone that beats Apple by probably 4 years or more.....<br />And what does Apple have to compete with you ask? A device that has removed features that sells for a premium and is deemed as “Pro.”<br />No worries though, they added their first camera to make 3 in their flagships. Maybe they’ll add the fourth in the next 10 years.<br /><br />Oh wait, Huawei has 4 right now, I’ll take that future now.",2019-09-26T23:39:04.000Z
WHEN IS THE MATEBOOK X PRO 2019 COMING OUT,2019-09-26T23:26:26.000Z
Belleza de teléfono !,2019-09-26T23:07:39.000Z
Give me one please😃,2019-09-26T22:31:54.000Z
"Rethink before you buy, how you can handle without kidneys",2019-09-26T21:05:22.000Z
noch hata ni sakte the,2019-09-26T20:12:46.000Z
Without Google this is trash,2019-09-26T20:01:39.000Z
Well apple is already hiding in the bin and Samsung is slowly backing off,2019-09-26T18:32:28.000Z
"Back side camera looks big, doesn&#39;t look beautiful",2019-09-26T18:29:09.000Z
What music is this?,2019-09-26T18:19:15.000Z
Does it have Android?,2019-09-26T17:52:23.000Z
All check redmi mix alpha and rethink 😂😂😂😂😂,2019-09-26T17:42:30.000Z
Huawei : best BEZZELESS screen  we have now just look the edges<br />😎Xiaomi Alpha :  bro hold my full screen 🤣😂🤣😂,2019-09-26T17:42:01.000Z
"I love this galaxy s7 edge, very innovative.",2019-09-26T17:03:21.000Z
Rethink your life.,2019-09-26T15:45:28.000Z
Really like this smartphone,2019-09-26T15:21:24.000Z
Huawei is the king of smartphone .Apple is the princess.,2019-09-26T15:21:13.000Z
I will buy it when I pay ₹10000 for each,2019-09-26T15:02:42.000Z
Insane,2019-09-26T14:44:08.000Z
This phone looks like if the Galaxy and iPhone had a baby.<br /><br />It has a notch and curved display.,2019-09-26T14:41:51.000Z
Venham para o Brasil! <br />Comprem a operadora de telefonia móvel Oi e instalem a rede 5G!,2019-09-26T14:39:11.000Z
One doubt...<br />Should I sell my frnds kidney for this? Poor tom,2019-09-26T14:17:29.000Z
Huawei : we have a waterfall display <br />Xiomi : let me flush it with the mi mix alpha tsunami display,2019-09-26T14:03:24.000Z
I hate notch,2019-09-26T13:55:45.000Z
The best Phone... Ever,2019-09-26T13:42:11.000Z
Ocean screen,2019-09-26T13:22:28.000Z
Rethink About Google apps,2019-09-26T13:21:30.000Z
They forgot to remove thee notch.,2019-09-26T12:52:14.000Z
"<a href=""https://www.youtube.com/watch?v=P1T4fLWrqJA&amp;t=174s"">https://www.youtube.com/watch?v=P1T4fLWrqJA&amp;t=174s</a>",2019-09-26T12:46:30.000Z
Apple: By Innovation Only<br />Huawei: Just Another Day For Us,2019-09-26T12:41:39.000Z
Rethink.... My wallet,2019-09-26T12:41:29.000Z
I think Huawei should create Huawei app store,2019-09-26T12:35:18.000Z
So we cannot levitate like how the mate 20 Pro can make us?,2019-09-26T12:13:32.000Z
Nice washing machine,2019-09-26T12:03:43.000Z
"Lol, 5g mate30 pro 8g+256 only cost 980 us dollar in China.",2019-09-26T12:02:23.000Z
"I&#39;m more excited for the OS than the hardware. Chinese phones are known for having crazy specs, but software? That&#39;s something to be excited about.",2019-09-26T11:56:19.000Z
I’m still wondering how they don’t make memes out of this it has more cámaras than the iPhones 😂,2019-09-26T11:50:18.000Z
Piche Washing machine lagi hai..,2019-09-26T11:47:33.000Z
IPhone: RETHINK PRICES,2019-09-26T11:42:08.000Z
"Nothing can beat <a href=""http://www.youtube.com/results?search_query=%23TheFire"">#TheFire</a>💪",2019-09-26T11:29:12.000Z
Hopefully they find a way to ship it with Google services,2019-09-26T11:18:24.000Z
So pretty much copied Samsung with the edge to edge design,2019-09-26T11:10:55.000Z
Whats with the bent screen,2019-09-26T11:03:41.000Z
Will it useful in Malaysia without Google play store?,2019-09-26T09:32:41.000Z
😮😮😮😮,2019-09-26T08:40:51.000Z
Huawei can beat every phone think possibilities,2019-09-26T07:24:46.000Z
And no google,2019-09-26T07:17:05.000Z
"<a href=""https://www.youtube.com/watch?v=Bj2ffS-H6WY&amp;t=0m46s"">0:46</a> best look for alltime",2019-09-26T07:00:01.000Z
Note 10+ still a better phone,2019-09-26T06:51:20.000Z
Notch in 2019 <br /><br />RETHINK,2019-09-26T05:47:49.000Z
VERRY VERRY BEST OHH I NEDD 😭😭,2019-09-26T04:09:22.000Z
Innovation::<br />By Huawei..<br />Bye Apple...,2019-09-26T03:23:34.000Z
Killer for samsung note 10 pro i 11 pro...,2019-09-26T03:12:53.000Z
I came a naysayer... I left a believer!,2019-09-26T03:06:34.000Z
She is back . The beauty ❤️💕💕,2019-09-26T02:35:46.000Z
The slo mo guys:<br />Are we a joke to you,2019-09-26T02:32:43.000Z
I dont trust. Huawei. Such a good phone and not too expensive. Definitely suspicious.,2019-09-26T02:23:35.000Z
Who&#39;s here after the mix alpha?,2019-09-26T02:23:16.000Z
It’s good but it’s the ugliest smartphone released in 2019 from major brands by a long shot,2019-09-26T01:57:14.000Z
Kapan masuk Indonesia nih min? Sama huawei P30PRO versi warna baru juga kapan masuk Indonesia?,2019-09-26T00:56:29.000Z
Copy for samsung,2019-09-26T00:54:11.000Z
😍😍😍😍😍😍,2019-09-26T00:19:36.000Z
And PlayStore...,2019-09-26T00:12:32.000Z
Holla <b>7680 Slow mo</b><br /><br />Memory : Sorry I dont feel good,2019-09-25T23:43:24.000Z
"Huawei: Introducting the future of smartphones, the Huawei Mate 30 pro<br />XIAOMI: Hold my Mi Mix Alpha 😎",2019-09-25T23:22:51.000Z
With no Google play services.....,2019-09-25T22:37:46.000Z
Mi mix alpha boss,2019-09-25T22:28:38.000Z
Wait for Xiaomi Mi Mix Alpha,2019-09-25T21:30:27.000Z
I am switching to huawei from iphone,2019-09-25T21:08:37.000Z
Copier of Samsung.,2019-09-25T21:06:13.000Z
Trump left the chat,2019-09-25T20:29:24.000Z
"Ladies and gentlemen, HUAWEI never dies. 👏",2019-09-25T20:28:43.000Z
"Sorry no Android , not with me😔",2019-09-25T20:20:51.000Z
Gonna sell my DSLR and iPhone very soon. 😁,2019-09-25T19:48:27.000Z
Phone without  Google  hhhh...,2019-09-25T18:45:59.000Z
Samsung 2016: rethink the phone (s7)<br /><br /><br /><br /><br /><br /><br />Huawei: <b>RETHINK POSSIBILITIES</b>,2019-09-25T18:41:28.000Z
Apple: .........,2019-09-25T18:27:43.000Z
MEMES TIME:<br />Google joined the chat.<br /><br />Google removed all of the google apps from new huawei devices.<br /><br />Google leftt the chat.<br />------<br />Motorola: <b>exists</b><br />Huawei: Huawei Mate 30 Pro,2019-09-25T17:47:55.000Z
Best phone...<br />Jealous google,2019-09-25T17:46:51.000Z
Look&#39;s like the old Nokia phone sith windows and the samsung s7 edge,2019-09-25T17:43:17.000Z
"Remarkable, amazing engineering, yet this device would be on a whole new level if it didn&#39;t sport that notch.🤔<br />Should&#39;ve implemented something like an under display camera.<br /><br />Otherwise, Hats off to Huawei..",2019-09-25T17:08:46.000Z
Release in Germany ??? When ??,2019-09-25T16:51:53.000Z
😍,2019-09-25T16:26:22.000Z
"Yack it looks awful, ewww and I was proud of the P20 but this is gross 🤢",2019-09-25T16:21:42.000Z
So do I need to sell another kidney or both,2019-09-25T16:06:37.000Z
Woowe amaizing🙌🙌🙌🙌,2019-09-25T15:53:32.000Z
😃👍😃👍😃👍😃👍😃,2019-09-25T15:22:37.000Z
What is the price and when it is going to launch in india,2019-09-25T15:10:08.000Z
What is android is ban<br />HUAWEI will be always the best<br />No one can defeat them,2019-09-25T15:08:26.000Z
Rethink Buying...,2019-09-25T14:18:33.000Z
I wish I could afford it,2019-09-25T13:49:50.000Z
Is this for free?,2019-09-25T13:12:53.000Z
I&#39;ll stick too my P30 Pro,2019-09-25T12:58:44.000Z
What an amazing phone. Outstanding,2019-09-25T12:49:05.000Z
Rethink about getting google services in it,2019-09-25T12:31:16.000Z
Bruh i phone that doesn’t have the play store and costs 1099 what a company,2019-09-25T12:17:45.000Z
When huawei&#39;s wireless charging is faster than apple&#39;s cable charging,2019-09-25T12:03:36.000Z
1 mistake zoom 50x,2019-09-25T11:38:10.000Z
Me:thinking that note 10plus and iPhone 11 pro are the best flagship camera phone<br />Huawei:(7680 fps)<br />Also huawei :rethink possibilities,2019-09-25T11:02:07.000Z
El pisapapeles más caro q vi en la vida,2019-09-25T10:22:31.000Z
"If only you had Google services, I don&#39;t to be spied on by the Chinese.",2019-09-25T10:20:30.000Z
"Great performance, but I hate the design.",2019-09-25T09:58:59.000Z
Cant wait for PO.... Anyone in the same line?,2019-09-25T09:43:25.000Z
this phone born dead,2019-09-25T09:20:31.000Z
Google service??,2019-09-25T09:11:22.000Z
Xaomi mix alpha: am i joke to you?,2019-09-25T08:48:37.000Z
"Awesome, i can no way to buy it in France",2019-09-25T08:33:17.000Z
I Wish....It Could Just Keep....Stock Andriod....It Would Have Been More Killer!!!!,2019-09-25T08:15:23.000Z
Apple: We have introduced first time ever 18watt fast charger in iphone 11 pro max.<br />Huawei mate 30 Pro: Hold my 27watt wireless charger.,2019-09-25T08:10:13.000Z
AWESOME AWESOME APPLE BYE BYE,2019-09-25T07:58:27.000Z
I think the slow motion speed should be customizable.,2019-09-25T07:17:44.000Z
Rethink price,2019-09-25T06:56:00.000Z
I dont get the &#39;rethink design&#39; tagline.... They just exaggerate on some aspect of the design.,2019-09-25T06:32:01.000Z
"First time a smarthphone catches my attention so much it has an amazing camera, good design and technical specifications",2019-09-25T06:23:15.000Z
Masih pake poni 😔,2019-09-25T05:45:49.000Z
I just hate the notch that&#39;s all<br /><br /><br /><br /><br /><br /><br />I mean really if they didn&#39;t copycat apple&#39;s &quot;big forehead&quot; the screen looks outstanding than having a notch,2019-09-25T05:41:20.000Z
Right out of sci movie...hats off Huawei,2019-09-25T05:35:18.000Z
Rethink : we also dont have google apps pre installed,2019-09-25T05:06:41.000Z
"The best design ever I have seen , hats off HUAWEI. !!!!!!!",2019-09-25T04:19:02.000Z
Rethink before buying it.,2019-09-25T03:33:46.000Z
Most awesome phone I have ever seen,2019-09-25T03:31:58.000Z
If the Huawei Mate 30 brings the same fast and wireless charging then I buy it for sure,2019-09-25T02:56:53.000Z
An unlockable bootloader? Deal breaker.,2019-09-25T02:42:00.000Z
Cuando llega a Perú,2019-09-25T02:11:31.000Z
Such a nice phone I would definitely buy it if I had the money 😊💰,2019-09-25T01:45:56.000Z
Huawei: &quot; It&#39;s over Apple....I have the high ground&quot; <br />(Cuts Limbs in 7680fps),2019-09-25T01:34:14.000Z
Sorteo de un mate 30 pro?,2019-09-25T01:24:56.000Z
💩,2019-09-25T00:22:26.000Z
Wow !,2019-09-25T00:19:57.000Z
Samsung: creates something new<br /><br /><br /><br /><br /><br /><br /><br /><br />Huawei: CTRL C CTRL V,2019-09-24T22:21:23.000Z
"new device by Huawei to spy, nice!",2019-09-24T22:11:13.000Z
"Only problem is - NO Google Play Services.<br />( no Google maps, no play store etc)",2019-09-24T21:52:13.000Z
"It&#39;s a Dream Phone 😍👍🏾<br /><br />But the fact, that it doesn&#39;t have Android, destroys everything 😣",2019-09-24T20:50:26.000Z
When this phone will be globally available ?,2019-09-24T20:22:43.000Z
2019<br />Huawei : 7680 FPS SlowMo camera<br /><br />Apple (2029) : We created the absolutely brand new Slow mo with 7680 FPS and the unprecenented In display fingerprint scanner 🎉,2019-09-24T20:04:47.000Z
"Not google :,,,v",2019-09-24T19:55:36.000Z
2019<br /><br />Huawei : Rethink Possibility.. 7680 FPS Slow-mo on a phone camera<br /><br />Apple : Think different .. 1000$ Mac Pro Stand and the Brand new Dark mode,2019-09-24T19:53:16.000Z
1000 times better than iPhone,2019-09-24T18:59:19.000Z
"The video looks amazing, but Without google apps and playstore is like a garden without flowers...",2019-09-24T18:52:14.000Z
The mike wasowski phone,2019-09-24T18:20:27.000Z
Il coûtera combien le Huawei mate 30 pro,2019-09-24T18:13:09.000Z
Sad to know such a brilliant innovation will come without Google Services. 😔,2019-09-24T18:08:29.000Z
Next year Apple is going to put 4 cams in different angles and Samsung is going to put 5 cams with a tag line &quot;World&#39;s first 5 cams phone&quot;. Thank you Huawei for bringing something new and setting the bar so high that your incompetent rivals left with no other option but to follow you.,2019-09-24T18:05:02.000Z
my dream,2019-09-24T17:59:16.000Z
Sucks🥵,2019-09-24T17:53:44.000Z
Im happy with my mate! Thank you huawei!,2019-09-24T17:48:03.000Z
Y cuanto costara este telefonaso para colombia,2019-09-24T17:39:37.000Z
"Me gusta mucho  el HUAWEI MATE 30,  ya que nunca voy a poder comprar uno :(",2019-09-24T17:25:23.000Z
"This phone is a beast, I want to compare it with the galaxy note 10+",2019-09-24T17:20:57.000Z
Woah the best android phone ever,2019-09-24T17:20:00.000Z
So by rethink Huawei means rethink what Samsung already did?,2019-09-24T17:13:53.000Z
Ahh nobody complaining about its notch and s7 egde like desgin. Thats Huawei for u,2019-09-24T16:48:17.000Z
Just preordered,2019-09-24T16:28:17.000Z
Still no google hmm,2019-09-24T16:22:20.000Z
"Integrated 5G soc, who else?",2019-09-24T16:15:57.000Z
Fu** iPhone! This is gold!!😍🔥,2019-09-24T15:46:36.000Z
😍😍😍,2019-09-24T15:20:56.000Z
💯💯💯,2019-09-24T15:20:41.000Z
🔥🔥🔥🔥,2019-09-24T15:20:33.000Z
👌👌👌,2019-09-24T15:20:19.000Z
how much ??,2019-09-24T14:55:35.000Z
When will it be released in China for purchase?,2019-09-24T14:48:53.000Z
I big fan Huawei 💖,2019-09-24T14:38:48.000Z
I love your phone please please in India launch in 36000 please🙏🙏🙏🙏🙏🙏,2019-09-24T14:36:18.000Z
Future mobile is here..but<br />Without official Google I don&#39;t think this mobile could take stand in market.... Huawei must do something about Google..,2019-09-24T14:19:41.000Z
Americans ll cry,2019-09-24T14:09:18.000Z
🤣🤣🤣 no Google support 😭😭😭😭,2019-09-24T14:04:57.000Z
7680 fps is dope af,2019-09-24T13:32:27.000Z
Xiaomi joined chat<br />Huawei left the chat,2019-09-24T13:10:34.000Z
No gapps no party,2019-09-24T13:08:23.000Z
Super duper ga ada obat!!,2019-09-24T13:06:19.000Z
Is it works at Android???,2019-09-24T12:21:25.000Z
Still sony,2019-09-24T12:18:59.000Z
"Will be upgrading from my Mate 20 Pro. I don&#39;t care about the US throwing allegations at Huawie, besides it&#39;s not like I keep nuclear launch codes on my phone. I trust the company and regardless of comes with google or not I can live with that.",2019-09-24T12:05:08.000Z
When u can&#39;t beat the company ban it,2019-09-24T11:52:11.000Z
"Rethink the price<br />Me: what?, I can&#39;t think the price",2019-09-24T11:34:11.000Z
"Google: if you can&#39;t beat em, ban em",2019-09-24T11:15:22.000Z
This phone is so good that the fact that it does not have Google services makes it even worse,2019-09-24T11:15:08.000Z
No one was thinkin about this kind of innovative idea from huawei,2019-09-24T11:06:29.000Z
Background music?,2019-09-24T08:32:00.000Z
very nice!,2019-09-24T06:56:28.000Z
Nokia Lumia is that you?,2019-09-24T06:48:03.000Z
买买买,2019-09-24T05:58:27.000Z
Rethink that it doesn&#39;t comes with GOOGLE PLAY SERVICES.,2019-09-24T05:02:53.000Z
best flagship phone i ever seen 🇮🇳😘,2019-09-24T04:43:31.000Z
Someone is a fan of Samsung&#39;s curved display.,2019-09-24T02:59:09.000Z
Nice,2019-09-24T02:40:41.000Z
Also rethink design,2019-09-24T02:23:18.000Z
They &quot;Rethink Camera&quot; with each new phone. So much rethinking...,2019-09-23T20:19:51.000Z
good but not better than samsung note 10+,2019-09-23T19:25:06.000Z
When it gonna launch in INDIA.i m waiting to sell my GALAXY NOTE,2019-09-23T18:40:37.000Z
Es hermosisimo,2019-09-23T18:23:51.000Z
Please rethink product design.,2019-09-23T18:04:44.000Z
Companies like Huawei turns technology to another level👏🏻,2019-09-23T17:21:40.000Z
"don&#39;t need a new phone, but buying one anyway to spite Trump.  By the way, someone just posted on Youtube how you can install Google Play and other Google apps, so the Google ban is not even an issue.",2019-09-23T16:50:26.000Z
SAMSUNG BUHAHAH NO GOOGLE APPS LOL!!!!!!,2019-09-23T15:41:33.000Z
"I own the Note 10+,  iPhone 11 pro max but tonight I’m buying the M30 pro. Bcoz it’s the BEST",2019-09-23T14:56:07.000Z
Por favor coloquem a placa do p30 pro a vendo no aliexpres,2019-09-23T14:32:23.000Z
Superb,2019-09-23T13:23:39.000Z
"I hope huawei make smartphone with smart pen, to counter the galaxy note<br /><br />I proud with performance of photography&#39;s huawei, the best of the best",2019-09-23T13:07:24.000Z
The IR blaster at the top is brilliant.,2019-09-23T13:04:36.000Z
selling the phone without android?   no android.  that is a nokia with camera and wifi.,2019-09-23T12:57:52.000Z
So basiclly im paying for camera. Main focus is on camera. Nothinh else. And no Google Operation System there. So pointless mobile.,2019-09-23T12:43:40.000Z
Is this music for this ad only or there is a full song?,2019-09-23T12:23:10.000Z
"US, Google is really scare of this daun-thing! &quot;iPhone killer&quot; starting now to become reality.",2019-09-23T03:45:20.000Z
And the moon mode??,2019-09-23T00:33:31.000Z
R. I. P note 10 and iphone 11,2019-09-22T22:50:28.000Z
R. I. P note 10 and iphone 11,2019-09-22T22:46:22.000Z
Sans Android 😥😥😥😔,2019-09-22T22:42:07.000Z
If you think Huawei phones cost more than what they should(which is way less than Apple)  it&#39;s because of the money and energy given in innovation and apple cost more than they should because?,2019-09-22T20:52:37.000Z
This looks insane,2019-09-22T20:30:00.000Z
We need better governments.,2019-09-22T20:03:18.000Z
Too much power,2019-09-22T18:18:47.000Z
We need those premium handsets in Africa especially Kenya. We love limited editions like oppo Barcelona and we want huawei Porsche mate 30RX,2019-09-22T18:01:46.000Z
"51000 ISO for low light videography? Now, that&#39;s what I call a cameraphone!! Keep up Huawei!",2019-09-22T17:48:14.000Z
"without google apps and support, it&#39;s all useless. I have Huawei, but if you don&#39;t make that stuff stable or I don&#39;t know what, with having google licence, I&#39;m not going to use Huawei at all...",2019-09-22T17:22:00.000Z
This is amazing. Trump banned Huawei because Apple just cant compete with this innovation and good price/perfomance ratio.,2019-09-22T16:38:09.000Z
Lets see how many people love Huawei. Like👍 if love  ❤,2019-09-22T15:48:02.000Z
Wow... The slow-mo reminds me of that fast guy in the X-Men movie 😂🔥🔥🔥,2019-09-22T15:42:29.000Z
"Everybody needs to let google know that we will find compatible apps , we don&#39;t need google and youtube (owned by google),<br />America has band Huawei from having access to any google products, No Chrome, No youtube, no google apps.<br />Things may change if we all stand up to google and say we are not with you - if you do not support Huawei.<br />What do you all think???",2019-09-22T12:02:36.000Z
I think huawi and tesla should work together,2019-09-22T11:59:03.000Z
Hey huawei i love your phones they are the best i love them i have a huawei mate 20 lite and i love it keep this work up and you&#39;ll be the best!! 🤜🤛,2019-09-22T11:55:27.000Z
rethink about Google apps 😂😜,2019-09-22T10:19:29.000Z
🤩🤩👏🏻👏🏻👏🏻👏🏻🎉🎉🎉,2019-09-22T09:51:52.000Z
Phone companies should give the edge/waterfall display as an option. Not everyone likes the their screen falling over to the sides...,2019-09-22T07:42:30.000Z
Es realmente increíble el mejor smartphone del mundo mejor que el mugrero y asco del iPhone 11 pro,2019-09-22T03:50:08.000Z
2019: Ultra Zoom<br />2020: Ultra Slow-Mo,2019-09-22T03:12:44.000Z
7680 fps slow mo video...opps its very slooooooooooooow...😱,2019-09-22T02:35:07.000Z
<b>Apple left the chat.</b>,2019-09-22T00:21:41.000Z
Apple rest in peace,2019-09-21T23:05:06.000Z
광고는 이렇게 만들어야죠,2019-09-21T22:55:44.000Z
Anyone knows the name of background music?,2019-09-21T22:44:34.000Z
Is good camera.,2019-09-21T20:49:27.000Z
Rethink the price...,2019-09-21T20:41:37.000Z
"I like how they used the curved display for a feature and not only for making the phone look great.<br />Also,they probably used some softwares to eradicate accidental touches.",2019-09-21T20:29:51.000Z
Apple : (launch iphone 11 pro max)<br />Huawei : are u pro?,2019-09-21T15:53:02.000Z
muy buenos dispositivos Animo huawei si se puede no hay que darse por vencido..siempre ay una salida😍😍😍😍😍😍,2019-09-21T14:57:40.000Z
Note 10 plus + iPhone 11 Pro Max = Huawai Mate 30,2019-09-21T14:07:28.000Z
amazing mobile .. a leap ahead ..,2019-09-21T13:53:10.000Z
90% of reviewers &quot;BUT IT HAS NO GOOGLE&quot; When all you have to do is download it.,2019-09-21T13:27:45.000Z
Google has left the chat,2019-09-21T12:52:58.000Z
Huawei always the Best 💕🔥,2019-09-21T12:01:51.000Z
"Apple go home, give up your slow technology. Do you see Hauwei logo?  Cut Apple in pieces, emerge as a piccock tail or oak plant.  PlusONE, goodbye.  American made are no longer the top now.  Hauwei rules the industry technology (including the camera world).  American, please don&#39;t mess with Hauwei.  You are down.  Rethink Technology of Hauwei.",2019-09-21T10:50:42.000Z
Huawei is taking over the globe. 🔥,2019-09-21T09:11:07.000Z
Wow this phone I need,2019-09-21T08:50:53.000Z
⭐️⭐️⭐️ Don’t waste your money &amp; time for a trash. It only works fine in a trailer. Save your money for other brands. ⭐️⭐️⭐️,2019-09-21T08:47:38.000Z
Today. In the apple store. I heard two of the shopper discussing about the wide angle camera and they were like wow so amazing now has wide angel camera. There&#39;s the thing for iPhone user now. They are so outdated. Huawei alr has the wide angle camera two years back. And iPhone users think it is some sort of new technology. Pity iPhone users.,2019-09-21T07:19:01.000Z
We love Huwaei<br /> &quot;Respect to the Real Innovation from Sri Lanka&quot;,2019-09-21T04:17:16.000Z
"Practically useless without Google apps, services we love. But don&#39;t fear,  Samsung Galaxy Note 10 is here.",2019-09-21T03:57:41.000Z
Their website says it has two 40megapixel cameras!!! And 30x zoom!!!,2019-09-21T03:04:41.000Z
Que Hermosa Pantalla,2019-09-21T02:53:40.000Z
Can I win one?🔥🔥💯,2019-09-21T01:11:01.000Z
Defenatly I will bet Xiaomi will copy this in there next phone,2019-09-21T00:11:38.000Z
Does it use android os?,2019-09-20T23:47:34.000Z
Sayamah masih pakai HP dikisaran Harga 4 Juta keBawah EUY!<br />Liat inimah cuma bisa kagum doang!<br /><br />Heeeeeee,2019-09-20T23:30:24.000Z
huawei why you copy samsung de edge why and apple the notch tell me huawei why you copy samsung the edge,2019-09-20T23:30:19.000Z
Samsung is better guys don&#39;t hate me,2019-09-20T23:23:52.000Z
NO GOOGLE PLAY STORE XD,2019-09-20T23:22:40.000Z
Please sell in UK,2019-09-20T22:57:05.000Z
Huawei SIEMPRE SERA el MEJOR DE MUNDO,2019-09-20T22:08:29.000Z
Rethink Apple face seeing this,2019-09-20T21:59:23.000Z
"just shut up and take my money, Huawei",2019-09-20T21:32:53.000Z
Nice 💗💗💗💪💪💪💪💪,2019-09-20T21:06:40.000Z
This is a monster,2019-09-20T20:56:40.000Z
Seems like Apple has been playing golf for far too long.,2019-09-20T20:30:12.000Z
"This is why they need to ban Huawei in America, the iPhone just isn’t competitive otherwise",2019-09-20T20:13:14.000Z
"yes, Huawei is going to defeat Apple. Did you know that Huawei is the best",2019-09-20T19:41:51.000Z
الفاتف يكسر قلب المفلسون,2019-09-20T19:41:33.000Z
R.I.P Wallet<br /><br />Never Forget,2019-09-20T19:17:46.000Z
Nice music.. I love it.. 😍👌. Also i love huawei❤️,2019-09-20T18:55:24.000Z
"tragam mais celulares para o Brasil, Huawei, além do P30 séries.",2019-09-20T18:10:15.000Z
"this is called innovation, not a commercial company like Samsung.",2019-09-20T17:46:17.000Z
R. I. P Apple and Samsung,2019-09-20T17:25:30.000Z
"Lumia 1020, It that u?",2019-09-20T17:11:18.000Z
What is the name of this song?,2019-09-20T17:01:06.000Z
Song? Name,2019-09-20T16:44:39.000Z
No android no deal :( by: Huawei fun...,2019-09-20T16:30:31.000Z
"a new unbeatable challenge against apple<br />apple will be on the verge of annihilation, yep that&#39;s for sure...",2019-09-20T16:22:51.000Z
I love to buy this phone just to show support for the innovation effort.  Unlike apple.,2019-09-20T16:21:42.000Z
"RETHINKING Huawei,<br />rethink technology,<br />rethink physics,<br />rethink evolutions&lt;&gt;&lt;&gt;&lt;&gt;",2019-09-20T16:16:18.000Z
"Huwawei have come a long way, they&#39;re totally smashing it.",2019-09-20T16:10:18.000Z
Huawei is the best company in the world,2019-09-20T15:42:07.000Z
Now we are living in 2019<br />Starting of 2020,2019-09-20T15:27:07.000Z
Can&#39;t wait to have one. 🤩🤩 Huawei mate30 pro FTW!!,2019-09-20T15:19:49.000Z
Beautiful smartphone 😮,2019-09-20T14:45:44.000Z
Awesome!,2019-09-20T14:08:46.000Z
"Not Gapps, For Global market not recomended, I think play youtube in Browser not chrome or not apps youtube, Not Smoothly :&#39;(",2019-09-20T13:29:19.000Z
Introducing..... <br /><br /><br /><br /><br /><br /><br />No play store,2019-09-20T12:57:42.000Z
99% of the people don&#39;t use slomo. Just saying.,2019-09-20T12:45:17.000Z
Mate 30X pls !!!,2019-09-20T12:44:55.000Z
Bye Google 👋,2019-09-20T12:33:01.000Z
Apple: the fastest cpu processor<br />Huawei: hold your wig,2019-09-20T12:28:13.000Z
Shut up and give me that phone!,2019-09-20T12:21:41.000Z
Wait im still using YouTube lol,2019-09-20T12:16:13.000Z
Me:But What about privacy<br />huawei has left the chat<br />😂😂,2019-09-20T12:14:44.000Z
When will it come to the shop?,2019-09-20T11:57:27.000Z
The curve though 😐😶😲,2019-09-20T11:51:08.000Z
"This video is in <br />.<br />.<br /><a href=""https://www.youtube.com/watch?v=Bj2ffS-H6WY&amp;t=9m27s"">9:27</a>",2019-09-20T11:40:18.000Z
i love huawei!..   please crush Apple into the ground :),2019-09-20T11:22:40.000Z
Front looks good but b the back id rather have an iphone 11. But i love huawei,2019-09-20T10:59:27.000Z
Samsung is 100 times better than this 🙂,2019-09-20T10:46:30.000Z
"Alright, when can i preorder it ?",2019-09-20T10:45:26.000Z
