comments,date
Hi I bought a Mate 20 light last month and for some strange reason the YouTube WhatsApp And FB messager all crash when I start typing any reasons to why this is happening???,2019-10-08T14:38:44.000Z
No tiene androi,2019-10-08T14:36:46.000Z
Ban it,2019-10-08T14:34:43.000Z
Ye sab toh theek hai buh does it have google playstore? 😂😂,2019-10-08T14:16:11.000Z
7680 fps now i am going to totally crazy<br />I feel world is not real 😱😱😱😱😱😱,2019-10-08T13:41:20.000Z
i came watching this,2019-10-08T13:41:16.000Z
If apple can make changes and innovations like this on their phones like this<br /><br />Sorry<br /><br />Am just dreaming,2019-10-08T13:33:31.000Z
Slowm 7600+ fps,2019-10-08T13:31:43.000Z
I must admit that the design and the position of the camera is better than iphone 11 pro and max.,2019-10-08T13:30:00.000Z
My favourite today.. Huawei and nokia,2019-10-08T13:24:03.000Z
Future phone is here,2019-10-08T13:10:23.000Z
When you guys HUAWEI and APPLE take out notch?🤔🤨☹️,2019-10-08T13:09:35.000Z
The day they will make a bezzel less phone with pop up camera and curved design I will buy it,2019-10-08T12:52:55.000Z
Cuando Huawei tiene habilitados los comentarios en Youtube<br /><br /><br />&quot;El Macho&quot;,2019-10-08T12:42:22.000Z
The best,2019-10-08T12:26:41.000Z
Sadly can&#39;t buy 1 for having no money😪 got allot of school fees to pay,2019-10-08T12:22:09.000Z
Look like washing machine,2019-10-08T11:50:23.000Z
What an expensive brick 😂,2019-10-08T11:49:06.000Z
قراء البصمة  مع نمض الدم مع الحالة النفسية,2019-10-08T11:30:16.000Z
We want more honor play production,2019-10-08T11:13:55.000Z
Hey everyone not gonna lie huawei got our backs,2019-10-08T10:54:18.000Z
I always want to have a new phone but my wallet wont let me,2019-10-08T10:34:30.000Z
HUAWEI No.1,2019-10-08T10:28:06.000Z
This my next phone,2019-10-08T10:21:19.000Z
Google,2019-10-08T10:10:03.000Z
fail....becz of notuch on disply,2019-10-08T09:44:26.000Z
Love u huawei ..💋❤😘❤😘<br />Apple make copy from huawei ..<br />Shame on u apple iphone 🔪🔪🔪🔪,2019-10-08T08:50:54.000Z
We want anime in hindi,2019-10-08T08:20:05.000Z
Çinlilere destek tam destek. Düşünmeden alırım.,2019-10-08T07:47:28.000Z
The Back of the phone look similar to the back of Nokia 7.2 .......Hmmmmmmmm........!???,2019-10-08T07:39:40.000Z
Slowmo with 7680fps😮😮<br />This is insane in a mobile device...🙆‍♀️🙆‍♀️,2019-10-08T07:18:14.000Z
Huawei knows customer pulse... But notch in this 😓,2019-10-08T07:11:34.000Z
Watching this on my Huawei Nova 5t 💪,2019-10-08T07:10:44.000Z
"Sad no point of buying this phone,no play store means no fun",2019-10-08T06:33:50.000Z
Get trigger by mi mix alpha?,2019-10-08T05:51:03.000Z
No google,2019-10-08T05:40:02.000Z
<b>Apple</b> : Here is dark mode guys :),2019-10-08T05:04:35.000Z
M biig fan huawei mobiles.. Plz tell me huawei mate 30 lite launch date in Pakistan and more information about huawei upcoming mobiles.. Plz reply fast then im wait huawei mobiles or m going to Realmi XT plz reply..,2019-10-08T04:57:12.000Z
Rethink the notch,2019-10-08T04:19:34.000Z
Wow...😊,2019-10-08T04:10:39.000Z
what price ?,2019-10-08T03:26:24.000Z
Ban Chinese products in INDIA 😡😡  don&#39;t trust on Chinese,2019-10-08T03:22:36.000Z
Can you provide for youtube video after ypu can take back,2019-10-08T03:17:20.000Z
Best mobile......💐🌸💮💮🏵️🏵️🏵️🌺🌺🌷🌷🌼🌻🌻..new looks...new features,2019-10-08T03:10:22.000Z
Google đâu,2019-10-08T03:07:50.000Z
"Everyone is calling Apple fanboy sheeps, but Android will NEVER beat iOS. iPhones will be the best standard period. Bar none. This is coming from a note 10 plus owner. Huawei is garbage",2019-10-08T02:22:00.000Z
Wowo nice 😍,2019-10-08T02:04:44.000Z
🤣🤣🤣🤣🤣🤣,2019-10-08T01:32:53.000Z
King of cameras has come back 🔥🔥🔥🔥🔥🔥🔥🔥💪,2019-10-08T00:56:30.000Z
Rethink price either 😎,2019-10-07T23:40:21.000Z
"Huawei is now the best phone in the world, the Huawei Mate 30 Pro is better than iPhone 11 iPhone 11 Pro and the Galaxy 10 and Note 10",2019-10-07T23:08:11.000Z
It&#39;s gonna be so uncomfortable playing games on that phone.,2019-10-07T23:02:43.000Z
Maybe it&#39;s much better if they put snapdragon chipset,2019-10-07T22:50:44.000Z
Battery how much MAH,2019-10-07T22:23:28.000Z
&quot;Rethink  Google&#39;s Android&quot;,2019-10-07T21:57:34.000Z
When this phone is releasing ???,2019-10-07T21:49:27.000Z
Now....What apple company would do to stop the popularity of this phone....Like always bane it..But we all know that  would not happen again..HUAWEI is the best,2019-10-07T21:23:15.000Z
2010 : Made in China  &quot; thats fake or cheap stuff...<br />2020 : Made in China &quot; way to powerful for America... ban it,2019-10-07T21:14:40.000Z
Para que tanto si al final no tendrá las redes sociales q todos usamos,2019-10-07T21:00:21.000Z
Chahe jo ho pr China ka hi maal hai,2019-10-07T20:45:47.000Z
Best,2019-10-07T20:43:15.000Z
Rethink Owning a phone without Google Services,2019-10-07T20:33:39.000Z
Looks like an iphone had a baby with a galaxy.,2019-10-07T20:13:25.000Z
تحفه😍✨,2019-10-07T19:58:01.000Z
Iphone 11 pro max is better 😒😒😒😒😒😒,2019-10-07T19:37:26.000Z
"I like you&#39;re not afraid to leave the comments section opened, 👍, it&#39;s sign you&#39;re not afraid too because you count on with an excellent product with great quality/price, those appleboys always leave clear their bunch of insecurities 😏 <br /><br /> Me gusta que no tienen miedo a dejar la sección de comentarios abierta 👍, señal de que no tienen nada que temer porque cuentan con un excelente producto con excelente calidad/precio, los manzanos siempre dejan claras sus montones de inseguridades 😏",2019-10-07T19:33:51.000Z
El papá de los pollitos.!,2019-10-07T19:33:23.000Z
No Google....I think that&#39;s blessing in disguise....,2019-10-07T19:32:50.000Z
No need to cover your lens with this phone.......let it see all...china will thank u,2019-10-07T19:11:08.000Z
牛逼我华为,2019-10-07T19:10:15.000Z
Huawei : new design<br />Samsung: am I a joke to u,2019-10-07T19:02:13.000Z
First in market shares its samsung second it huawei. Third its iphone thats why they baned it.. Can we use google and google social apps,2019-10-07T19:00:05.000Z
iPhone killer.,2019-10-07T18:02:42.000Z
Yes just rethink everything,2019-10-07T17:48:06.000Z
google exit the chat.,2019-10-07T17:45:10.000Z
Je le veut 😱🤩😭🤯,2019-10-07T17:36:00.000Z
Why that notch 😒,2019-10-07T17:26:27.000Z
OMG... where is apple nd samsung 😁,2019-10-07T17:19:51.000Z
"Sinply wow, i loved it huawei",2019-10-07T17:10:03.000Z
"Good phone, camera good, sound good, but no google play, what... 😜",2019-10-07T17:09:47.000Z
Huawei es el mejor teléfono,2019-10-07T16:50:41.000Z
Please send to me I will unbox and spread good words beautifully because  I like huawei,2019-10-07T16:35:13.000Z
The Best SmartPhone that you can&#39;t buy🤦‍♂️,2019-10-07T16:32:32.000Z
Sorry sticking to my 8 plus,2019-10-07T16:16:27.000Z
Watching on my Huawei honor 9 lite 😁 superb quality and performance 👍👍👍,2019-10-07T15:57:33.000Z
This is way more better that iphone 11pro max,2019-10-07T15:44:27.000Z
And nobody will buy it,2019-10-07T15:42:36.000Z
This will be my next cell phone!!!,2019-10-07T14:46:30.000Z
Rethink price.,2019-10-07T14:42:07.000Z
It curves way too much,2019-10-07T14:39:49.000Z
Thought i was watching Samsung Galaxy s10 or note 10 introduction. HAHAHA,2019-10-07T14:05:22.000Z
<b>Huawei</b> is my first choice,2019-10-07T13:57:47.000Z
Apple :help<br />Us: Im on it,2019-10-07T13:57:14.000Z
xiaomi mi mix alpha: just laughing 😁😁,2019-10-07T12:19:15.000Z
"Hey Huawei, what can you do?<br /><br />Huawei: yes<br /><br /><b>Apple has left the chat</b>",2019-10-07T12:16:41.000Z
This phone have no radio,2019-10-07T12:01:13.000Z
Huawei: This is innovation.<br />US: Nowei,2019-10-07T11:52:51.000Z
"How could the arrow stuck so slow while the water drops continues to drop in slow mo, where the speed of arrow is much more as compared to the water drops",2019-10-07T11:24:18.000Z
Apple finally falling down on to their knees.  Begging Huawei to let them back in the Top 2.,2019-10-07T11:02:09.000Z
It&#39;s not available in the middle east? Why,2019-10-07T10:57:01.000Z
Hi from Syria for Huawei we love you💓👌,2019-10-07T10:41:47.000Z
Back phone look washing machine😂,2019-10-07T09:43:36.000Z
Too bad the phone can&#39;t survive without Google Play Store.,2019-10-07T09:41:22.000Z
Endless curved screen only to covered by a  thicc case,2019-10-07T09:18:34.000Z
Shut up and take my money,2019-10-07T09:15:32.000Z
Wish I could own a phone like this,2019-10-07T08:31:24.000Z
A smaller notch would have been a cherry in the top,2019-10-07T08:18:46.000Z
I just cancel to buy this phone after seeing the notch...sorry,2019-10-07T07:58:44.000Z
สวยพี่สวย,2019-10-07T07:52:33.000Z
"I Don,t  liked",2019-10-07T07:47:42.000Z
I love the design,2019-10-07T07:28:13.000Z
Apple UAE also watching this video,2019-10-07T07:10:58.000Z
This is why you should never build youre factory in china...,2019-10-07T07:01:04.000Z
Best smartphone in market right now...👍👍,2019-10-07T06:50:43.000Z
Ya se cree Samsung?,2019-10-07T06:44:22.000Z
"I have to say, this is the best phone i have ever seen. Is this even real?",2019-10-07T06:38:30.000Z
Desaign Camera like Nokia 9 PV,2019-10-07T06:29:55.000Z
But no Android OS,2019-10-07T06:26:45.000Z
Hello motto,2019-10-07T06:24:15.000Z
"Creo que huawei esta a años luz, para SUPERAR  al IPHONE Y LOS GOOGLE PIXEL",2019-10-07T05:44:29.000Z
Pls when arribes to México?? pls answer me,2019-10-07T05:23:03.000Z
Rethink Software,2019-10-07T05:14:05.000Z
Cost,2019-10-07T05:07:40.000Z
"You were making fun of apple🤬, you were not even a dirt in front of apple. Like if you’re using iphone.",2019-10-07T04:52:43.000Z
Para cuándo a la venta en México ?,2019-10-07T04:31:27.000Z
Only for chines,2019-10-07T04:17:20.000Z
I am a die hard fan of Huawei + Honor 😍 form India 🇮🇳 please come with India 🇮🇳 with 5G,2019-10-07T04:14:51.000Z
Si pero no tiene Android,2019-10-07T04:12:53.000Z
No play store :),2019-10-07T03:26:03.000Z
Re think 😂,2019-10-07T03:24:38.000Z
Still  notch? Is this 2017?,2019-10-07T03:17:46.000Z
"Wow this phone has a camera 😲😂 in,2019👍",2019-10-07T03:04:04.000Z
Bored of seeing the same design from every single smartphone company,2019-10-07T02:44:50.000Z
Sigo esperando a que llegue...,2019-10-07T02:35:11.000Z
Chaina mal babu baiya,2019-10-07T02:34:29.000Z
"Why a country’s company’s products can’t beat products by those of others, conveniently ban them giving vague excuses.<br />Donal Duck quack quack quack.",2019-10-07T02:30:38.000Z
I want this but it is costly.😭😭😭😭😭😭,2019-10-07T02:25:24.000Z
i like that they did not go for popup selfie.. notch is better 👍🏻,2019-10-07T02:08:29.000Z
Huawei on dat Samsung game,2019-10-07T01:13:55.000Z
I was waiting till they copy the edge of Samsung S series,2019-10-07T00:46:41.000Z
Donald trump should buy this phone to text more faster twitters,2019-10-07T00:35:01.000Z
Esta bien feo el diseño.,2019-10-07T00:34:12.000Z
"O.M.G this is the most precious phone i&#39;ve ever seen<br /><br /><a href=""http://www.youtube.com/results?search_query=%23huaweiuser"">#huaweiuser</a><br /><a href=""http://www.youtube.com/results?search_query=%23huaweifan"">#huaweifan</a><br /><a href=""http://www.youtube.com/results?search_query=%23huaweiMobile"">#huaweiMobile</a>",2019-10-06T23:58:02.000Z
"My only complaint is the edge display makes it harder to hold without touching the screen, and easier to break.",2019-10-06T23:55:29.000Z
No thanks. I am happy with my Mate 20 lite.,2019-10-06T23:53:32.000Z
The best phone ever,2019-10-06T23:53:14.000Z
I want one.,2019-10-06T23:44:11.000Z
ها قد وصلوا العظماء,2019-10-06T23:40:42.000Z
What happened to Huawei OS ?,2019-10-06T23:30:57.000Z
Yes . The Phone,2019-10-06T23:13:46.000Z
Ah! My honor 8x could do a lot more stuff :(,2019-10-06T22:37:22.000Z
"Why everyone in the comments has to say something about Apple or Samsung, it&#39;s different companies, use products of the brand you love, why you have to be so salty to others, Jesus.",2019-10-06T22:32:07.000Z
متى موعد نزوله للسعودية,2019-10-06T22:31:55.000Z
Garbage phone.,2019-10-06T22:07:16.000Z
Huwawei is very good but buttery is always low level hope they upgrade their buttery performance,2019-10-06T21:59:04.000Z
"Huawei phones won&#39;t have google, youtube and other Google services. What&#39;s the use then?",2019-10-06T21:29:27.000Z
Apple: aight imma head out,2019-10-06T21:20:11.000Z
Am watching the advert in 2019.<br /><br />But buying it in 2026. Second hand,2019-10-06T21:07:37.000Z
"Huawei, que se siente copiar diseños y estilos de los samsung y de los iPhone. Huawei no dejas de ser una marca chiquita y pirata.",2019-10-06T20:53:41.000Z
After seeing the Xiaomi mi mix alpha this does not impress me😂,2019-10-06T20:45:22.000Z
Hola qué día estará disponible en Mexico?,2019-10-06T20:31:24.000Z
"The Phone Runs Android but has none of the Google Apps, it&#39;s sad really. Huawei denies the allegations against them but no Google&#39;s Daddy aka Trump says no to them and Bans them. Like wahhh",2019-10-06T20:16:44.000Z
Love you huawei,2019-10-06T20:12:43.000Z
Tiembla Apple,2019-10-06T19:56:23.000Z
Sortea  algunos ya que te sobra la plata...<br />Que empresas ratones,2019-10-06T19:51:33.000Z
Gg huawei,2019-10-06T19:09:13.000Z
My iphone 5s is better than this phone,2019-10-06T18:34:49.000Z
il  re degli smartphone rimane sempre lui il mate.....,2019-10-06T18:26:08.000Z
So this year was the Year of UGLIEST smartphones.,2019-10-06T17:56:34.000Z
Wow hauwei the best,2019-10-06T17:39:09.000Z
Rethink android..,2019-10-06T17:23:03.000Z
banned also in India 🤣,2019-10-06T17:16:01.000Z
"Galaxy edge screen , iphone notch , and camera...rethink it again",2019-10-06T17:05:27.000Z
How good you look like but no Google just like good foods no salt..!!,2019-10-06T17:02:45.000Z
your service centre response is very poor .,2019-10-06T16:41:02.000Z
No one can stop Huawei !!,2019-10-06T16:22:27.000Z
2009: &quot;Huawei??!!  Hahahaha it&#39;s a joke&quot;<br />2019: &quot;Apple??!!!  Hahahahaha it&#39;s a joke&quot;<br /><br />2009:&quot;Made in China???!!!!  Lol its a joke&quot;<br />2019:&quot;OK i admit it im wrong&quot;,2019-10-06T16:18:10.000Z
This is what call a beauty,2019-10-06T15:55:25.000Z
why big notch,2019-10-06T15:53:36.000Z
A mixture of Samsung galaxy edge and Iphone x. Lol like always China companies being unoriginal.,2019-10-06T15:51:32.000Z
notch lol,2019-10-06T15:37:21.000Z
Excellent effort and elaborated very well.... Keep it up.....,2019-10-06T14:52:11.000Z
This is the iPhone in the year 6 Billion AD,2019-10-06T13:58:26.000Z
Design bekaar ha,2019-10-06T13:43:01.000Z
"I guess they are selling a camera with calling feature attached to it,,, but on a separate note... Why would people buy Huawei mobiles now? Google has stopped it&#39;s services to this manufacturer.",2019-10-06T13:40:52.000Z
gimmicks,2019-10-06T13:39:07.000Z
Bc mobile ka majak bana kar rakdiye arek 2maina main naya aate retha hain,2019-10-06T13:21:03.000Z
Next plz re-think about the notch😃,2019-10-06T13:20:21.000Z
rethink notch,2019-10-06T13:09:18.000Z
Hi Google!,2019-10-06T13:04:13.000Z
I really feel sorry for apploo oppsss sorry apple... RIP Apploo oppsss Apple,2019-10-06T12:25:11.000Z
ჰუავეი😑😑😑,2019-10-06T11:43:34.000Z
When is coming out in uk,2019-10-06T11:12:43.000Z
No thanks. SAMSUNG is still The BEST,2019-10-06T11:12:13.000Z
"and rethink before purshase.,.,.",2019-10-06T11:11:04.000Z
What Apple has:<br />Overprice<br />More powerful processors<br />More sheeps<br /><br /><br /><br /><br />What Huawei has:<br />True Innovation<br />Everything a human can think of in a phone,2019-10-06T11:00:00.000Z
HUAWEI Mate 30|30 Pro<br /> Rethink your decision<br />cuz this phone ain&#39;t got no Google apps,2019-10-06T10:46:31.000Z
wait for jerry rig everything&#39;s durability test to see the screen cracking like an egg shell😂😂😂,2019-10-06T09:42:54.000Z
Sir when is it available in India huge fan from bangalore India jai HIND,2019-10-06T09:37:01.000Z
U r good company but why u give notch .... &amp; U don&#39;t introducing 50x zoom .... I think better u remove this notch &amp; add punch hole camera or pop up camera ......,2019-10-06T09:32:02.000Z
Made in China maal hai,2019-10-06T08:54:55.000Z
Very Bad No Play Store Very Bad Mobile..😡😡,2019-10-06T08:38:21.000Z
Huawei=re think your wallet 😅,2019-10-06T08:22:57.000Z
When this phone sell in Malaysia?,2019-10-06T08:15:50.000Z
Vivo???? Wait let me see,2019-10-06T07:55:12.000Z
If Google apps are not running on this phone then Most of the people will not buying it. Otherwise phone is good.,2019-10-06T07:43:48.000Z
Apple fans will go wild 😵when they introduced this type of camera FPS in iphone 15,2019-10-06T07:16:21.000Z
I’m scared how P40 and Mate 40 will look like... 😧,2019-10-06T07:11:57.000Z
This is a total flagship,2019-10-06T06:41:29.000Z
Price how much,2019-10-06T06:18:39.000Z
Esta muy way pero el rogphone2 es mucho más potente y fluido añadiendole la pantalla de 120hz y la del Mate30 pro que es de 90 el rogphone2 es mucho más potente y me quedo con ese.,2019-10-06T06:13:35.000Z
People that can’t afford apple left the chat.,2019-10-06T06:02:49.000Z
Buy Pro 30 last week trust me it&#39;s not a phone its a weapon,2019-10-06T05:54:46.000Z
IPhone 11 is nothing in front of mate 30 pro,2019-10-06T05:51:27.000Z
"Never depend on anybody learn something from apple apple has its own os, processor, playstore own map",2019-10-06T05:49:54.000Z
I respect chinese people..consistently they are doing extremely good business in all sectors..no one can beat them..and other countries are just putting the black curtain infront of people eye..saying china is enemy.. no..We need to learn from them now.,2019-10-06T05:45:44.000Z
Huawei good phone. <br /><br /><br /><br /><br /><br /><br /><br /><br />I have to use Samsung.,2019-10-06T05:43:40.000Z
Praise,2019-10-06T04:45:40.000Z
I swear apple is so sweating right now,2019-10-06T04:37:04.000Z
OMG huawie..super duper i like this one,2019-10-06T04:30:27.000Z
USA : Am i Joke to You?,2019-10-06T04:09:06.000Z
But wats the use no when no Google support,2019-10-06T03:04:03.000Z
Huawei froid company so many countries ban this,2019-10-06T02:43:24.000Z
"huawie,国人的骄傲",2019-10-06T02:10:16.000Z
Android ?,2019-10-06T00:52:25.000Z
Hermoso diseño!!! Huawei ❤,2019-10-06T00:45:44.000Z
"No google apps, Backdoor phone, curved display+notch....",2019-10-05T23:16:07.000Z
Notch+curved display<br />Worst things,2019-10-05T23:07:33.000Z
"Samsung design , Apple notch 😂",2019-10-05T23:04:12.000Z
Absolutely awesome and fantastic,2019-10-05T23:00:54.000Z
Rethink OS,2019-10-05T21:10:33.000Z
What about play services?,2019-10-05T20:42:19.000Z
People are for Huawei we will wait for the Huawei technology in Europe :) &lt;Number 1&gt;Huawei did great job,2019-10-05T20:35:44.000Z
Best <br />💖 for Huawei,2019-10-05T19:28:26.000Z
Waiting for this model,2019-10-05T19:17:23.000Z
FPS 😯,2019-10-05T18:22:37.000Z
Camera copied from one plus 7 t,2019-10-05T17:25:16.000Z
Camera set up is so so and so bad(oqward),2019-10-05T17:06:31.000Z
F***k that Apple...<br />This is unbelievable...❤,2019-10-05T16:51:53.000Z
"Time of usa has gone, it is china now.",2019-10-05T15:49:21.000Z
Wowwww,2019-10-05T15:33:34.000Z
Love You Huawei Mobile Best Company In the World,2019-10-05T15:23:22.000Z
Lo. Mejor.,2019-10-05T14:19:20.000Z
Supper phone I have Huawei y9 😍😍,2019-10-05T14:04:02.000Z
Huawei y9 prime 2019,2019-10-05T13:54:11.000Z
Pls stop rethink,2019-10-05T13:43:46.000Z
Nikal pehele furst me nikal..no google apps support lol,2019-10-05T13:32:47.000Z
Huawei thank you for cresting this cellphone now  i can finaly we can buy this,2019-10-05T13:23:12.000Z
Rethink: all the Google apps,2019-10-05T12:57:56.000Z
Sem Google sem nada.. <br />tchau,2019-10-05T12:37:57.000Z
<b>Huawei</b> : Rethink Possibilities<br /><br /><br /><br /><br /><br /><b>Apple</b> : left the planet,2019-10-05T12:20:37.000Z
Please do not buy huawei phone because google close their back door tool for google service,2019-10-05T12:17:14.000Z
Will this be available in Saudi Arabia?!,2019-10-05T12:16:30.000Z
End of huawei era.,2019-10-05T12:02:45.000Z
Huawei ❤️,2019-10-05T11:43:58.000Z
Huawei won&#39;t die by Trump! You can do it Huawei!,2019-10-05T11:36:24.000Z
"I hate the notch designs, it&#39;s irritating me",2019-10-05T11:21:38.000Z
Watch how to breed a guppy and sarivallan<br />If you watch it you can see that,2019-10-05T11:04:53.000Z
Apple got scared ...so iPhone 12 will be coming on 2022..lack of ideas....,2019-10-05T10:56:27.000Z
Samsung is the one who started edge screen trend 5years ago in 2014,2019-10-05T10:45:38.000Z
Lol,2019-10-05T10:02:18.000Z
Rethink washing machine,2019-10-05T09:47:54.000Z
"Samsung : I&#39;m just the master of smartphones!<br /><br />Apple.      : I am the pioneer of smartphone design!<br /><br />Huawei : excuse me, someone needs videography services?",2019-10-05T09:29:40.000Z
Whats about the google play,2019-10-05T08:44:06.000Z
are bhosdiwalo pahle khudka OS banao phir phone launch karo,2019-10-05T08:25:48.000Z
Made in China 🥵🥵🥵chi<br />Made by Huawei 😍😍😍love it,2019-10-05T07:36:32.000Z
Watching on nokia 3310,2019-10-05T07:30:17.000Z
It would have been worth 3000 Dollars if it had launched Apple Company.,2019-10-05T07:24:03.000Z
No google service? Okay bye. That&#39;s when your phone become only usefull with camera 😂,2019-10-05T07:15:39.000Z
Wow wow wow Power Of Huawei,2019-10-05T07:01:17.000Z
How much the price will be??,2019-10-05T06:59:41.000Z
"Sorry, but the curve is pretty useless if you’re going to buy a case. Not only that, just mead you have to pay more to get a screen fiz. Tisk",2019-10-05T06:57:34.000Z
Ugliest phone🤮,2019-10-05T06:55:13.000Z
"huwaye phones will not get any google apps like gmail ,etc as google banned huwaei..",2019-10-05T06:47:00.000Z
Copied from Motorola,2019-10-05T06:23:05.000Z
I&#39;m not happy with the camera design but it&#39;s a great phone,2019-10-05T06:12:57.000Z
"Apple: we live in 2019<br />Huawei: we live in 2025<br /><a href=""http://www.youtube.com/results?search_query=%23futureinnovation"">#futureinnovation</a><br />Huawei is a lit",2019-10-05T05:52:06.000Z
Có dùng đc dịch vụ của google đâu mà cho lên YouTube làm gì,2019-10-05T05:51:45.000Z
I wish buy my first phone as Huawei mate 30 pro but I have not enough cash for it,2019-10-05T05:29:27.000Z
One plus left the chat 🤘,2019-10-05T05:27:50.000Z
Come visit my channel. Lets spread this good vibes,2019-10-05T05:00:08.000Z
Rethink the price...,2019-10-05T02:46:55.000Z
I really want to buy this phone. I also have Huawei&#39;s Honor 7A phone and I am really happy with the phone&#39;s performance. If anyone ask me I want to buy new phone then I always recommend Huawei or Honor phones.<br />Huawei is really a very trustworthy company💖💖.,2019-10-05T02:35:20.000Z
671 Disslike Google Customer Service,2019-10-05T02:11:38.000Z
How do i get this phone in US?!?!??!,2019-10-05T01:55:02.000Z
Apple,2019-10-05T00:50:18.000Z
Worst design,2019-10-04T21:43:20.000Z
😍 😍,2019-10-04T21:36:54.000Z
Nice Goo&#39;d AWesome 👌👍,2019-10-04T21:06:58.000Z
The slo-mo guys are gonna ditch their phantom.,2019-10-04T20:24:16.000Z
Apple is just brand but Huawei is innovation,2019-10-04T20:00:47.000Z
Ohh it has notch is it chinese iPhone 😁😁😁,2019-10-04T17:59:09.000Z
Did someone remember this qoute<br />&quot;Rethink what your phone can do&quot; 😁,2019-10-04T17:47:29.000Z
The best trailer ever,2019-10-04T17:46:23.000Z
Is the best,2019-10-04T17:34:15.000Z
Bein la pub a tout c&#39;est un monstre. BEAST IN THE BANK,2019-10-04T16:59:29.000Z
China product always copy someone... It&#39;s designed copy from Samsung... Shame. Like curve,2019-10-04T16:14:02.000Z
iPhone was..is... will be  best.,2019-10-04T16:11:44.000Z
Stop copying other brands ideas,2019-10-04T15:47:05.000Z
The features are super great. Will these features ever come to iPhone ?,2019-10-04T14:12:04.000Z
Copying Samsung with reverse charging,2019-10-04T13:59:50.000Z
Huawei RIP,2019-10-04T13:42:05.000Z
And Google?,2019-10-04T13:31:56.000Z
Am I a joke to you?(Samsung),2019-10-04T13:01:57.000Z
Apple left the Earth!!,2019-10-04T13:01:30.000Z
It’s hot 🥵,2019-10-04T12:42:49.000Z
Is honer 9 lite mobile getting September android security patch update,2019-10-04T12:04:17.000Z
Lol apple is best,2019-10-04T11:47:08.000Z
Samsung : 960 fps<br />Huawei : shut up weakling,2019-10-04T11:23:22.000Z
No google assistance option and no play store  so why i buy this bor  device....<br />&amp; still mate 20 pro &amp; p30 pro is king who&#39;s agree with me,2019-10-04T11:15:42.000Z
Huawai makes tomorrow&#39;s future live in present hats off u Huawai and love u from india. But one thing try to make it in budget.,2019-10-04T11:01:40.000Z
Rethink the word “Rethink”,2019-10-04T08:56:16.000Z
I love this series of mobile 🥰🥰🥰🥰,2019-10-04T08:38:27.000Z
no google no talk,2019-10-04T06:25:28.000Z
✌️✌️✌️😍😍😍😘😘😘,2019-10-04T03:47:02.000Z
Why this best company is my favourite coming to India is date how much price,2019-10-04T03:46:47.000Z
😍😍😍,2019-10-04T00:30:51.000Z
Plzzz launch honor 9x in india <br />I cant wait,2019-10-03T15:21:11.000Z
Rethink before u buy : ),2019-10-03T14:05:37.000Z
I am apple fan but this is <br />What is call innovation,2019-10-03T13:40:27.000Z
"Back design is looking like my LG washing machine 😁😁😁😁😁😁😁😁😁😁😁😁😁galaxy Note 10+ is best design, galaxy fans hit me the like ❤❤❤❤️❤👍please😫🙏🙏💓😫🙏🙏💓😫🙏🙏💓😫🙏🙏💓😫🙏🙏💓",2019-10-03T12:40:54.000Z
InsaAllah within 3 months,2019-10-03T11:33:41.000Z
Huawei mate 30 pro have 5g. I phone 11 pro 4g. So huawei always best smartphone. Not cheating to customer. I loved Huawei,2019-10-03T04:22:30.000Z
"I love my mate 20 pro, best phone Ive ever had.",2019-10-03T04:06:46.000Z
"The best mobile next generation, Iphone bad",2019-10-02T23:37:29.000Z
When does he come to Saudi Arabia?,2019-10-02T21:29:22.000Z
Please release the HarmonyOS already. Im exited to experience it❤.,2019-10-02T14:09:01.000Z
And their Willbe  rethink price,2019-10-02T13:26:21.000Z
"Could someone pass me a link to buy this phone for the us, with the global rom ?",2019-10-01T21:36:38.000Z
ممكن سعره بلعراقي,2019-10-01T12:44:19.000Z
What is the name of this amazing music?,2019-10-01T00:50:23.000Z
Rip iPhone 11 😳😳,2019-09-30T21:03:00.000Z
The camera looks like as washing machine 😂,2019-09-30T11:00:48.000Z
P30 over this piece of junk,2019-09-29T15:22:27.000Z
RIP PRIVACY! CURVED SCREEN FOR WHAT NOW?😓😓😓😓😓😓😓 WHAT A FLIPPING FLOP.,2019-09-29T15:22:06.000Z
Rethink the Price,2019-09-29T12:55:18.000Z
"Love Huawei Phone❤<br />Love Huawei Camera❤<br /><a href=""http://www.youtube.com/results?search_query=%23Mate"">#Mate</a> 30 Series is the best Camera Smartphone and the king camera phone 2019 ❤",2019-09-29T11:27:15.000Z
Codename: Rethink,2019-09-29T05:46:51.000Z
Hii Huawei. <br />GIFT ME ONE.<br /><br />Really Love this flagship. <br />Incredible and complete device.<br /><br />Love from Germany.,2019-09-28T21:32:49.000Z
"Without google apps garbage phone  <a href=""http://www.youtube.com/results?search_query=%23free"">#free</a> cost phone ..",2019-09-28T14:52:02.000Z
now the future is here 😍😍 great work huawei## no samsung no apple,2019-09-28T14:49:46.000Z
Kya karke manoge???,2019-09-28T13:29:08.000Z
Super ..fantabulous phone,2019-09-28T11:46:25.000Z
I saw the iphone ad why throwing trash at the iphone 11pro.. Lolz.. Huawei is more better then the iphone..,2019-09-28T11:25:39.000Z
Love the adv.,2019-09-28T10:03:08.000Z
Plzzz give chance to common people unbox premium phones like this💚💚💚,2019-09-28T06:07:29.000Z
But notch 😞,2019-09-28T05:36:51.000Z
